Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_tested,fac_inc_active,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_deaths,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,sum_inc_vaccinated,sum_staff_vaccinated,demographics_type,demographics_category,demographics_inc_positive,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
2348,2021-05-24,44334,TN,Riverbend Maximum Security (RMSI),112.0,1431.0,0.0,1313.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2349,2021-05-24,44334,TN,Tennessee Prison for Women (TPFW/DJRC),323.0,2423.0,1.0,2097.0,0.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2350,2021-05-24,44334,TN,Turney Center Industrial Complex (TCIX),127.0,2394.0,0.0,2259.0,0.0,127.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2351,2021-05-24,44334,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,675.0,0.0,661.0,0.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2352,2021-05-24,44334,TN,Mark Luttrell Transition Center (MLTC),62.0,703.0,0.0,640.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2353,2021-05-24,44334,TN,Northwest Correctional Complex (NWCX),995.0,5003.0,0.0,3981.0,0.0,995.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2354,2021-05-24,44334,TN,West Tennessee State Penitentiary (WTSP),273.0,1704.0,0.0,1420.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2355,2021-05-24,44334,TN,Women's Therapeutic Residential Center (WTRC),141.0,2186.0,0.0,2044.0,0.0,141.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2356,2021-05-24,44334,TN,Hardeman County Correctional,315.0,3352.0,0.0,3022.0,0.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2357,2021-05-24,44334,TN,South Central Correctional,1247.0,3762.0,0.0,2497.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2358,2021-05-24,44334,TN,Trousdale Turner Correctional (TCA),1409.0,3882.0,0.0,2466.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2359,2021-05-24,44334,TN,Whiteville Correctional,95.0,2327.0,0.0,2229.0,1.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6642.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2360,2021-05-24,44334,TN,,,,,,,,,,,,13858.0,3323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2361,2021-05-25,44336,TN,Bledsoe County Correctional (BCCX),881.0,8232.0,2.0,7347.0,3.0,879.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2362,2021-05-25,44336,TN,Morgan County Correctional (MCCX),110.0,3623.0,0.0,3496.0,5.0,110.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2363,2021-05-25,44336,TN,Northeast Correctional (NECX),374.0,2870.0,1.0,2485.0,3.0,373.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2364,2021-05-25,44336,TN,Lois M. Derry Special Needs (DSNF),169.0,2362.0,1.0,2176.0,0.0,168.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2365,2021-05-25,44336,TN,Riverbend Maximum Security (RMSI),112.0,1445.0,0.0,1327.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2366,2021-05-25,44336,TN,Tennessee Prison for Women (TPFW/DJRC),323.0,2464.0,0.0,2138.0,0.0,323.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2367,2021-05-25,44336,TN,Turney Center Industrial Complex (TCIX),127.0,2411.0,0.0,2275.0,1.0,127.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2368,2021-05-25,44336,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,684.0,0.0,665.0,5.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2369,2021-05-25,44336,TN,Mark Luttrell Transition Center (MLTC),62.0,812.0,0.0,749.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2370,2021-05-25,44336,TN,Northwest Correctional Complex (NWCX),995.0,5013.0,0.0,3990.0,1.0,995.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2371,2021-05-25,44336,TN,West Tennessee State Penitentiary (WTSP),273.0,1704.0,0.0,1456.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2372,2021-05-25,44336,TN,Women's Therapeutic Residential Center (WTRC),143.0,2268.0,2.0,2124.0,0.0,141.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2373,2021-05-25,44336,TN,Hardeman County Correctional,315.0,3360.0,0.0,3029.0,1.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2374,2021-05-25,44336,TN,South Central Correctional,1247.0,3774.0,0.0,2509.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2375,2021-05-25,44336,TN,Trousdale Turner Correctional (TCA),1409.0,3886.0,0.0,2407.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2376,2021-05-25,44336,TN,Whiteville Correctional,95.0,2328.0,0.0,2230.0,1.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2377,2021-05-25,44337,TN,,,,,,,,,,,,14319.0,3325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2378,2021-05-26,44336,TN,Bledsoe County Correctional (BCCX),881.0,8232.0,2.0,7347.0,3.0,879.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2379,2021-05-26,44336,TN,Morgan County Correctional (MCCX),110.0,3623.0,0.0,3496.0,5.0,110.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2380,2021-05-26,44336,TN,Northeast Correctional (NECX),374.0,2870.0,1.0,2485.0,3.0,373.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2381,2021-05-26,44336,TN,Lois M. Derry Special Needs (DSNF),169.0,2362.0,1.0,2176.0,0.0,168.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2382,2021-05-26,44336,TN,Riverbend Maximum Security (RMSI),112.0,1445.0,0.0,1327.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2383,2021-05-26,44336,TN,Tennessee Prison for Women (TPFW/DJRC),323.0,2464.0,0.0,2138.0,0.0,323.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2384,2021-05-26,44336,TN,Turney Center Industrial Complex (TCIX),127.0,2411.0,0.0,2275.0,1.0,127.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2385,2021-05-26,44336,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,684.0,0.0,665.0,5.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2386,2021-05-26,44336,TN,Mark Luttrell Transition Center (MLTC),62.0,812.0,0.0,749.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2387,2021-05-26,44336,TN,Northwest Correctional Complex (NWCX),995.0,5013.0,0.0,3990.0,1.0,995.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2388,2021-05-26,44336,TN,West Tennessee State Penitentiary (WTSP),273.0,1704.0,0.0,1456.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2389,2021-05-26,44336,TN,Women's Therapeutic Residential Center (WTRC),143.0,2268.0,2.0,2124.0,0.0,141.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2390,2021-05-26,44336,TN,Hardeman County Correctional,315.0,3360.0,0.0,3029.0,1.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2391,2021-05-26,44336,TN,South Central Correctional,1247.0,3774.0,0.0,2509.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2392,2021-05-26,44336,TN,Trousdale Turner Correctional (TCA),1409.0,3886.0,0.0,2407.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2393,2021-05-26,44336,TN,Whiteville Correctional,95.0,2328.0,0.0,2230.0,1.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2394,2021-05-26,44337,TN,,,,,,,,,,,,14319.0,3325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2395,2021-05-27,44337,TN,Bledsoe County Correctional (BCCX),881.0,8232.0,2.0,7347.0,3.0,879.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2396,2021-05-27,44337,TN,Morgan County Correctional (MCCX),110.0,3623.0,0.0,3496.0,5.0,110.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2397,2021-05-27,44337,TN,Northeast Correctional (NECX),374.0,2870.0,1.0,2485.0,3.0,373.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2398,2021-05-27,44337,TN,Lois M. Derry Special Needs (DSNF),169.0,2362.0,1.0,2176.0,0.0,168.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2399,2021-05-27,44337,TN,Riverbend Maximum Security (RMSI),112.0,1445.0,0.0,1327.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2400,2021-05-27,44337,TN,Tennessee Prison for Women (TPFW/DJRC),323.0,2464.0,0.0,2138.0,0.0,323.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2401,2021-05-27,44337,TN,Turney Center Industrial Complex (TCIX),127.0,2411.0,0.0,2275.0,1.0,127.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2402,2021-05-27,44337,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,684.0,0.0,665.0,5.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2403,2021-05-27,44337,TN,Mark Luttrell Transition Center (MLTC),62.0,812.0,0.0,749.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2404,2021-05-27,44337,TN,Northwest Correctional Complex (NWCX),995.0,5013.0,0.0,3990.0,1.0,995.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2405,2021-05-27,44337,TN,West Tennessee State Penitentiary (WTSP),273.0,1740.0,0.0,1456.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2406,2021-05-27,44337,TN,Women's Therapeutic Residential Center (WTRC),143.0,2268.0,2.0,2124.0,0.0,141.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2407,2021-05-27,44337,TN,Hardeman County Correctional,315.0,3360.0,0.0,3029.0,1.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2408,2021-05-27,44337,TN,South Central Correctional,1247.0,3774.0,0.0,2509.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2409,2021-05-27,44337,TN,Trousdale Turner Correctional (TCA),1409.0,3886.0,0.0,2470.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2410,2021-05-27,44337,TN,Whiteville Correctional,95.0,2328.0,0.0,2230.0,1.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2411,2021-05-27,44337,TN,,,,,,,,,,,,14319.0,3325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2412,2021-05-28,44343,TN,Bledsoe County Correctional (BCCX),883.0,8435.0,3.0,7551.0,0.0,880.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2413,2021-05-28,44343,TN,Morgan County Correctional (MCCX),110.0,3786.0,0.0,3651.0,13.0,110.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2414,2021-05-28,44343,TN,Northeast Correctional (NECX),374.0,2908.0,1.0,2526.0,0.0,373.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2415,2021-05-28,44343,TN,Lois M. Derry Special Needs (DSNF),169.0,2366.0,1.0,2180.0,0.0,168.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2416,2021-05-28,44343,TN,Riverbend Maximum Security (RMSI),112.0,1481.0,0.0,1363.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2417,2021-05-28,44343,TN,Tennessee Prison for Women (TPFW/DJRC),323.0,2516.0,0.0,2180.0,10.0,323.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2418,2021-05-28,44343,TN,Turney Center Industrial Complex (TCIX),127.0,2437.0,0.0,2302.0,1.0,127.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2419,2021-05-28,44343,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,719.0,0.0,700.0,5.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2420,2021-05-28,44343,TN,Mark Luttrell Transition Center (MLTC),62.0,906.0,0.0,843.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2421,2021-05-28,44343,TN,Northwest Correctional Complex (NWCX),995.0,5013.0,0.0,3990.0,1.0,995.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2422,2021-05-28,44343,TN,West Tennessee State Penitentiary (WTSP),273.0,1755.0,0.0,1471.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2423,2021-05-28,44343,TN,Women's Therapeutic Residential Center (WTRC),143.0,2268.0,2.0,2124.0,0.0,141.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2424,2021-05-28,44343,TN,Hardeman County Correctional,315.0,3360.0,0.0,3029.0,1.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2425,2021-05-28,44343,TN,South Central Correctional,1247.0,3791.0,0.0,2527.0,0.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2426,2021-05-28,44343,TN,Trousdale Turner Correctional (TCA),1410.0,3940.0,1.0,2532.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
2427,2021-05-28,44343,TN,Whiteville Correctional,95.0,2351.0,0.0,2254.0,0.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6649.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
