Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,sum_inc_totalcapacity,sum_inc_deathsadults,sum_inc_deathsjuvenile,sum_inc_populationadult,sum_inc_populationjuvenile,sum_inc_testedadult,sum_inc_testedjuvenile,sum_inc_pendingadult,sum_inc_pendingjuvenile,sum_inc_positiveadult,sum_inc_positivejuvenile,sum_inc_negativeadult,sum_inc_negativejuvenile,sum_inc_refusedadult,sum_inc_refusedjuvenile,sum_staff_positiveadult,sum_staff_positivejuvenile,sum_staff_deathsadult,sum_staff_deathsjuvenile,sum_staff_positive,sum_staff_deaths,sum_inc_adult_vaccinated_dose1,sum_inc_adult_vaccinated_dose2,sum_inc_juvenile_vaccinated_dose1,sum_inc_juvenile_vaccinated_dose2,facility_bjs,fac_state,fac_inc_deaths,fac_address,fac_zip,sum_inc_negative,sum_inc_pending,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_refused,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent_adult,sum_inc_vaccinatedpercent_juvenile,state
679,2021-04-07,44288,ME,,,,2616.0,NR,NR,1661.0,24.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
680,2021-04-08,4/2/2021,ME,MSP,4174.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
681,2021-04-08,4/2/2021,ME,MCC,2904.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
682,2021-04-08,4/2/2021,ME,MVCF,832.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
683,2021-04-08,4/2/2021,ME,BCF,198.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
684,2021-04-08,4/2/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
685,2021-04-08,4/2/2021,ME,Long Creek Youth Development Center,429.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
686,2021-04-08,44288,ME,,,,2616.0,NR,NR,1661.0,24.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
687,2021-04-09,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
688,2021-04-09,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
689,2021-04-09,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
690,2021-04-09,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
691,2021-04-09,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
692,2021-04-09,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
693,2021-04-09,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
694,2021-04-10,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
695,2021-04-10,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
696,2021-04-10,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
697,2021-04-10,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
698,2021-04-10,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
699,2021-04-10,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
700,2021-04-10,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
701,2021-04-11,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
702,2021-04-11,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
703,2021-04-11,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
704,2021-04-11,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
705,2021-04-11,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
706,2021-04-11,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
707,2021-04-11,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
708,2021-04-12,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
709,2021-04-12,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
710,2021-04-12,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
711,2021-04-12,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
712,2021-04-12,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
713,2021-04-12,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
714,2021-04-12,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
715,2021-04-13,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
716,2021-04-13,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
717,2021-04-13,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
718,2021-04-13,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
719,2021-04-13,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
720,2021-04-13,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
721,2021-04-13,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
722,2021-04-14,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
723,2021-04-14,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
724,2021-04-14,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
725,2021-04-14,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
726,2021-04-14,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
727,2021-04-14,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
728,2021-04-14,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
729,2021-04-15,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
730,2021-04-15,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
731,2021-04-15,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
732,2021-04-15,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
733,2021-04-15,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
734,2021-04-15,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
735,2021-04-15,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
736,2021-04-16,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
737,2021-04-16,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
738,2021-04-16,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
739,2021-04-16,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
740,2021-04-16,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
741,2021-04-16,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
742,2021-04-16,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
743,2021-04-17,4/16/2021,ME,MSP,5012.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
744,2021-04-17,4/16/2021,ME,MCC,2994.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
745,2021-04-17,4/16/2021,ME,MVCF,848.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
746,2021-04-17,4/16/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
747,2021-04-17,4/16/2021,ME,Women,513.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
748,2021-04-17,4/16/2021,ME,Long Creek Youth Development Center,433.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
749,2021-04-17,44302,ME,,,,2616.0,NR,NR,1634.0,27.0,284,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
750,2021-04-18,4/16/2021,ME,MSP,5012.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
751,2021-04-18,4/16/2021,ME,MCC,2994.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
752,2021-04-18,4/16/2021,ME,MVCF,848.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
753,2021-04-18,4/16/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
754,2021-04-18,4/16/2021,ME,Women,513.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
755,2021-04-18,4/16/2021,ME,Long Creek Youth Development Center,433.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
756,2021-04-18,44302,ME,,,,2616.0,NR,NR,1634.0,27.0,284,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
757,2021-04-19,4/9/2021,ME,MSP,5010.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
758,2021-04-19,4/9/2021,ME,MCC,2945.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
759,2021-04-19,4/9/2021,ME,MVCF,839.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
760,2021-04-19,4/9/2021,ME,BCF,199.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
761,2021-04-19,4/9/2021,ME,Women,509.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
762,2021-04-19,4/9/2021,ME,Long Creek Youth Development Center,431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
763,2021-04-19,44295,ME,,,,2616.0,NR,NR,1645.0,26.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
