Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_staff_positive,fac_inc_vaccinated,fac_staff_vaccinated,sum_inc_tested,sum_inc_positive,sum_inc_deaths,sum_inc_pending,sum_inc_recovered,sum_staff_positive,sum_staff_recovered,sum_staff_deaths,sum_staff_vaccinated,sum_inc_vaccinated,facility_bjs,fac_state,fac_inc_deaths,fac_inc_tested,fac_inc_recovered,fac_inc_pending,fac_staff_recovered,fac_address,fac_zip,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_maleflag,bjs_fac_femalepop,bjs_fac_femaleflag,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,last_updated,state
3301,2021-04-20,4/14/21,AL,Loxley,106.0,14.0,0,9,,1635.0,,,,,,,,,,,,,,,,14880 COUNTY ROAD 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3302,2021-04-20,4/14/21,AL,Mobile,14.0,21.0,0,7,,1635.0,,,,,,,,,,,,,,,,"2423 N BELTLINE HWY, Eight Mile, AL 36610",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3303,2021-04-20,4/14/21,AL,Montgomery WF,1.0,11.0,0,17,,1635.0,,,,,,,,,,,,,,,,"12085 Wares Ferry Road Montgomery, AL 36117",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3304,2021-04-20,4/14/21,AL,North Alabama,87.0,30.0,0,17,,1635.0,,,,,,,,,,,,,,,,"1401 Highway 20 West Decatur, AL 35601",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3305,2021-04-20,4/14/21,AL,Red Eagle,18.0,20.0,0,8,,1635.0,,,,,,,,,,,,,,,,1290 RED EAGLE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3306,2021-04-20,4/14/21,AL,St. Clair,106.0,58.0,0,54,,1635.0,,,,,,,,,,,,,,,,1000 ST. CLAIR ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3307,2021-04-20,4/14/21,AL,Staton,60.0,61.0,0,55,,1635.0,,,,,,,,,,,,,,,,2690 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3308,2021-04-20,4/14/21,AL,Tutwiler,82.0,71.0,313,63,,1635.0,,,,,,,,,,,,,,,,8950 U S Highway 231 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3309,2021-04-20,4/14/21,AL,Tutwiler QIF,35.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,8966 US HIGHWAY 231 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3310,2021-04-20,4/14/21,AL,Ventress,77.0,46.0,0,33,,1635.0,,,,,,,,,,,,,,,,"Hwy 239 N Clayton, AL 36016",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3311,2021-04-20,4/14/21,AL,,,,,,15692.0,1635.0,65.0,5.0,1547.0,1044.0,1019.0,3.0,824,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3312,2021-04-21,4/16/21,AL,Alex City,77.0,17.0,0,7,,1635.0,,,,,,,,,,,,,,,,"Highway 22 W, P O Drawer 160",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3313,2021-04-21,4/16/21,AL,ATEF,11.0,2.0,368,2,,1635.0,,,,,,,,,,,,,,,,9947 Highway 21 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3314,2021-04-21,4/16/21,AL,Bibb,164.0,61.0,0,33,,1635.0,,,,,,,,,,,,,,,,565 BIBB LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3315,2021-04-21,4/16/21,AL,Birmingham,17.0,28.0,188,33,,1635.0,,,,,,,,,,,,,,,,1609 7th Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3316,2021-04-21,4/16/21,AL,Bullock,163.0,80.0,871,35,,1635.0,,,,,,,,,,,,,,,,"104 Bullock Dr., Hwy 82 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3317,2021-04-21,4/16/21,AL,Camden,5.0,3.0,0,3,,1635.0,,,,,,,,,,,,,,,,1780 AL Hwy 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3318,2021-04-21,4/16/21,AL,Childersburg,5.0,14.0,0,17,,1635.0,,,,,,,,,,,,,,,,"13501 Plant Road, P O Box 368",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3319,2021-04-21,4/16/21,AL,CJC,0.0,72.0,0,43,,1635.0,,,,,,,,,,,,,,,,"301 South Ripley St., Montgomery, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3320,2021-04-21,4/16/21,AL,Donaldson,45.0,26.0,0,55,,1635.0,,,,,,,,,,,,,,,,100 WARRIOR LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3321,2021-04-21,4/16/21,AL,Draper QIF,132.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,2828 ALABAMA HIGHWAY 143,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3322,2021-04-21,4/16/21,AL,Easterling,72.0,47.0,0,55,,1635.0,,,,,,,,,,,,,,,,200 WALLACE DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3323,2021-04-21,4/16/21,AL,Elba,1.0,8.0,0,9,,1635.0,,,,,,,,,,,,,,,,1620 BOSWELL STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3324,2021-04-21,4/16/21,AL,Elmore,28.0,18.0,0,37,,1635.0,,,,,,,,,,,,,,,,3520 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3325,2021-04-21,4/16/21,AL,Fountain,29.0,47.0,0,16,,1635.0,,,,,,,,,,,,,,,,9677 HIGHWAY 21 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3326,2021-04-21,4/16/21,AL,Frank Lee,26.0,22.0,0,9,,1635.0,,,,,,,,,,,,,,,,5305 Ingram Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3327,2021-04-21,4/16/21,AL,Hamilton A&I,49.0,41.0,0,20,,1635.0,,,,,,,,,,,,,,,,"223 SASSER DRIVE, HAMILTON, AL 35570",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3328,2021-04-21,4/16/21,AL,Hamilton CBF,8.0,21.0,0,5,,1635.0,,,,,,,,,,,,,,,,1826 Beyar Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3329,2021-04-21,4/16/21,AL,Holman,39.0,33.0,0,19,,1635.0,,,,,,,,,,,,,,,,866 ROSS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3330,2021-04-21,4/16/21,AL,Kilby,25.0,44.0,0,62,,1635.0,,,,,,,,,,,,,,,,12201 WARES FERRY RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3331,2021-04-21,4/16/21,AL,Limestone,153.0,106.0,0,87,,1635.0,,,,,,,,,,,,,,,,28779 NICK DAVIS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3332,2021-04-21,4/16/21,AL,Loxley,106.0,14.0,0,9,,1635.0,,,,,,,,,,,,,,,,14880 COUNTY ROAD 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3333,2021-04-21,4/16/21,AL,Mobile,14.0,21.0,0,7,,1635.0,,,,,,,,,,,,,,,,"2423 N BELTLINE HWY, Eight Mile, AL 36610",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3334,2021-04-21,4/16/21,AL,Montgomery WF,1.0,11.0,0,17,,1635.0,,,,,,,,,,,,,,,,"12085 Wares Ferry Road Montgomery, AL 36117",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3335,2021-04-21,4/16/21,AL,North Alabama,87.0,30.0,0,17,,1635.0,,,,,,,,,,,,,,,,"1401 Highway 20 West Decatur, AL 35601",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3336,2021-04-21,4/16/21,AL,Red Eagle,18.0,20.0,0,8,,1635.0,,,,,,,,,,,,,,,,1290 RED EAGLE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3337,2021-04-21,4/16/21,AL,St. Clair,106.0,58.0,0,54,,1635.0,,,,,,,,,,,,,,,,1000 ST. CLAIR ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3338,2021-04-21,4/16/21,AL,Staton,60.0,61.0,0,55,,1635.0,,,,,,,,,,,,,,,,2690 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3339,2021-04-21,4/16/21,AL,Tutwiler,82.0,71.0,313,63,,1635.0,,,,,,,,,,,,,,,,8950 U S Highway 231 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3340,2021-04-21,4/16/21,AL,Tutwiler QIF,35.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,8966 US HIGHWAY 231 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3341,2021-04-21,4/16/21,AL,Ventress,77.0,46.0,0,33,,1635.0,,,,,,,,,,,,,,,,"Hwy 239 N Clayton, AL 36016",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3342,2021-04-21,4/16/21,AL,,,,,,15703.0,1635.0,65.0,1.0,1566.0,1044.0,1019.0,3.0,824,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3343,2021-04-22,4/16/21,AL,Alex City,77.0,17.0,0,7,,1635.0,,,,,,,,,,,,,,,,"Highway 22 W, P O Drawer 160",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3344,2021-04-22,4/16/21,AL,ATEF,11.0,2.0,368,2,,1635.0,,,,,,,,,,,,,,,,9947 Highway 21 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3345,2021-04-22,4/16/21,AL,Bibb,164.0,61.0,0,33,,1635.0,,,,,,,,,,,,,,,,565 BIBB LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3346,2021-04-22,4/16/21,AL,Birmingham,17.0,28.0,188,33,,1635.0,,,,,,,,,,,,,,,,1609 7th Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3347,2021-04-22,4/16/21,AL,Bullock,163.0,80.0,871,35,,1635.0,,,,,,,,,,,,,,,,"104 Bullock Dr., Hwy 82 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3348,2021-04-22,4/16/21,AL,Camden,5.0,3.0,0,3,,1635.0,,,,,,,,,,,,,,,,1780 AL Hwy 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3349,2021-04-22,4/16/21,AL,Childersburg,5.0,14.0,0,17,,1635.0,,,,,,,,,,,,,,,,"13501 Plant Road, P O Box 368",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3350,2021-04-22,4/16/21,AL,CJC,0.0,72.0,0,43,,1635.0,,,,,,,,,,,,,,,,"301 South Ripley St., Montgomery, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3351,2021-04-22,4/16/21,AL,Donaldson,45.0,26.0,0,55,,1635.0,,,,,,,,,,,,,,,,100 WARRIOR LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3352,2021-04-22,4/16/21,AL,Draper QIF,132.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,2828 ALABAMA HIGHWAY 143,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3353,2021-04-22,4/16/21,AL,Easterling,72.0,47.0,0,55,,1635.0,,,,,,,,,,,,,,,,200 WALLACE DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3354,2021-04-22,4/16/21,AL,Elba,1.0,8.0,0,9,,1635.0,,,,,,,,,,,,,,,,1620 BOSWELL STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3355,2021-04-22,4/16/21,AL,Elmore,28.0,18.0,0,37,,1635.0,,,,,,,,,,,,,,,,3520 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3356,2021-04-22,4/16/21,AL,Fountain,29.0,47.0,0,16,,1635.0,,,,,,,,,,,,,,,,9677 HIGHWAY 21 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3357,2021-04-22,4/16/21,AL,Frank Lee,26.0,22.0,0,9,,1635.0,,,,,,,,,,,,,,,,5305 Ingram Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3358,2021-04-22,4/16/21,AL,Hamilton A&I,49.0,41.0,0,20,,1635.0,,,,,,,,,,,,,,,,"223 SASSER DRIVE, HAMILTON, AL 35570",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3359,2021-04-22,4/16/21,AL,Hamilton CBF,8.0,21.0,0,5,,1635.0,,,,,,,,,,,,,,,,1826 Beyar Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3360,2021-04-22,4/16/21,AL,Holman,39.0,33.0,0,19,,1635.0,,,,,,,,,,,,,,,,866 ROSS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3361,2021-04-22,4/16/21,AL,Kilby,25.0,44.0,0,62,,1635.0,,,,,,,,,,,,,,,,12201 WARES FERRY RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3362,2021-04-22,4/16/21,AL,Limestone,153.0,106.0,0,87,,1635.0,,,,,,,,,,,,,,,,28779 NICK DAVIS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3363,2021-04-22,4/16/21,AL,Loxley,106.0,14.0,0,9,,1635.0,,,,,,,,,,,,,,,,14880 COUNTY ROAD 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3364,2021-04-22,4/16/21,AL,Mobile,14.0,21.0,0,7,,1635.0,,,,,,,,,,,,,,,,"2423 N BELTLINE HWY, Eight Mile, AL 36610",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3365,2021-04-22,4/16/21,AL,Montgomery WF,1.0,11.0,0,17,,1635.0,,,,,,,,,,,,,,,,"12085 Wares Ferry Road Montgomery, AL 36117",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3366,2021-04-22,4/16/21,AL,North Alabama,87.0,30.0,0,17,,1635.0,,,,,,,,,,,,,,,,"1401 Highway 20 West Decatur, AL 35601",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3367,2021-04-22,4/16/21,AL,Red Eagle,18.0,20.0,0,8,,1635.0,,,,,,,,,,,,,,,,1290 RED EAGLE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3368,2021-04-22,4/16/21,AL,St. Clair,106.0,58.0,0,54,,1635.0,,,,,,,,,,,,,,,,1000 ST. CLAIR ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3369,2021-04-22,4/16/21,AL,Staton,60.0,61.0,0,55,,1635.0,,,,,,,,,,,,,,,,2690 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3370,2021-04-22,4/16/21,AL,Tutwiler,82.0,71.0,313,63,,1635.0,,,,,,,,,,,,,,,,8950 U S Highway 231 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3371,2021-04-22,4/16/21,AL,Tutwiler QIF,35.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,8966 US HIGHWAY 231 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3372,2021-04-22,4/16/21,AL,Ventress,77.0,46.0,0,33,,1635.0,,,,,,,,,,,,,,,,"Hwy 239 N Clayton, AL 36016",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3373,2021-04-22,4/16/21,AL,,,,,,15703.0,1635.0,65.0,1.0,1566.0,1044.0,1019.0,3.0,824,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3374,2021-04-23,4/16/21,AL,Alex City,77.0,17.0,0,7,,1635.0,,,,,,,,,,,,,,,,"Highway 22 W, P O Drawer 160",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3375,2021-04-23,4/16/21,AL,ATEF,11.0,2.0,368,2,,1635.0,,,,,,,,,,,,,,,,9947 Highway 21 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3376,2021-04-23,4/16/21,AL,Bibb,164.0,61.0,0,33,,1635.0,,,,,,,,,,,,,,,,565 BIBB LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3377,2021-04-23,4/16/21,AL,Birmingham,17.0,28.0,188,33,,1635.0,,,,,,,,,,,,,,,,1609 7th Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3378,2021-04-23,4/16/21,AL,Bullock,163.0,80.0,871,35,,1635.0,,,,,,,,,,,,,,,,"104 Bullock Dr., Hwy 82 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3379,2021-04-23,4/16/21,AL,Camden,5.0,3.0,0,3,,1635.0,,,,,,,,,,,,,,,,1780 AL Hwy 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3380,2021-04-23,4/16/21,AL,Childersburg,5.0,14.0,0,17,,1635.0,,,,,,,,,,,,,,,,"13501 Plant Road, P O Box 368",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3381,2021-04-23,4/16/21,AL,CJC,0.0,72.0,0,43,,1635.0,,,,,,,,,,,,,,,,"301 South Ripley St., Montgomery, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3382,2021-04-23,4/16/21,AL,Donaldson,45.0,26.0,0,55,,1635.0,,,,,,,,,,,,,,,,100 WARRIOR LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3383,2021-04-23,4/16/21,AL,Draper QIF,132.0,0.0,0,0,,1635.0,,,,,,,,,,,,,,,,2828 ALABAMA HIGHWAY 143,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3384,2021-04-23,4/16/21,AL,Easterling,72.0,47.0,0,55,,1635.0,,,,,,,,,,,,,,,,200 WALLACE DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3385,2021-04-23,4/16/21,AL,Elba,1.0,8.0,0,9,,1635.0,,,,,,,,,,,,,,,,1620 BOSWELL STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3386,2021-04-23,4/16/21,AL,Elmore,28.0,18.0,0,37,,1635.0,,,,,,,,,,,,,,,,3520 MARION SPILLWAY ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3387,2021-04-23,4/16/21,AL,Fountain,29.0,47.0,0,16,,1635.0,,,,,,,,,,,,,,,,9677 HIGHWAY 21 NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3388,2021-04-23,4/16/21,AL,Frank Lee,26.0,22.0,0,9,,1635.0,,,,,,,,,,,,,,,,5305 Ingram Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3389,2021-04-23,4/16/21,AL,Hamilton A&I,49.0,41.0,0,20,,1635.0,,,,,,,,,,,,,,,,"223 SASSER DRIVE, HAMILTON, AL 35570",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3390,2021-04-23,4/16/21,AL,Hamilton CBF,8.0,21.0,0,5,,1635.0,,,,,,,,,,,,,,,,1826 Beyar Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3391,2021-04-23,4/16/21,AL,Holman,39.0,33.0,0,19,,1635.0,,,,,,,,,,,,,,,,866 ROSS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3392,2021-04-23,4/16/21,AL,Kilby,25.0,44.0,0,62,,1635.0,,,,,,,,,,,,,,,,12201 WARES FERRY RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3393,2021-04-23,4/16/21,AL,Limestone,153.0,106.0,0,87,,1635.0,,,,,,,,,,,,,,,,28779 NICK DAVIS ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
3394,2021-04-23,4/16/21,AL,Loxley,106.0,14.0,0,9,,1635.0,,,,,,,,,,,,,,,,14880 COUNTY ROAD 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AL.csv
