Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_inc_recovered,fac_inc_deaths,fac_staff_positive,fac_staff_active,fac_staff_recovered,fac_staff_deaths,fac_inc_fully_vaccinated,fac_inc_declined_vaccination,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_staff_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,state
7793,2021-07-13,2021-07-12,SC,Manning,,,,,,,,,,163,79,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7794,2021-07-13,2021-07-12,SC,McCormick,,,,,,,,,,469,405,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7795,2021-07-13,2021-07-12,SC,Palmer,,,,,,,,,,104,20,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7796,2021-07-13,2021-07-12,SC,Perry,,,,,,,,,,555,252,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7797,2021-07-13,2021-07-12,SC,Ridgeland,,,,,,,,,,420,604,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7798,2021-07-13,2021-07-12,SC,Trenton,,,,,,,,,,249,217,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7799,2021-07-13,2021-07-12,SC,Turbeville,,,,,,,,,,324,652,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7800,2021-07-13,2021-07-12,SC,Tyger River,,,,,,,,,,529,189,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7801,2021-07-13,2021-07-12,SC,Wateree,,,,,,,,,,176,222,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7802,2021-07-14,2021-07-13,SC,Allendale,NR,31.0,0.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7803,2021-07-14,2021-07-13,SC,Broad River,NR,417.0,0.0,408.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7804,2021-07-14,2021-07-13,SC,Camille Graham,NR,104.0,0.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7805,2021-07-14,2021-07-13,SC,Evans,NR,114.0,0.0,112.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7806,2021-07-14,2021-07-13,SC,Goodman,NR,83.0,0.0,82.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7807,2021-07-14,2021-07-13,SC,Kershaw,NR,108.0,1.0,106.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7808,2021-07-14,2021-07-13,SC,Kirkland,NR,601.0,7.0,590.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7809,2021-07-14,2021-07-13,SC,Leath,NR,23.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7810,2021-07-14,2021-07-13,SC,Lee,NR,77.0,0.0,74.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7811,2021-07-14,2021-07-13,SC,Lieber,NR,147.0,0.0,145.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7812,2021-07-14,2021-07-13,SC,Livesay,NR,223.0,0.0,223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7813,2021-07-14,2021-07-13,SC,MacDougall,NR,362.0,0.0,358.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7814,2021-07-14,2021-07-13,SC,Manning,NR,168.0,0.0,167.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7815,2021-07-14,2021-07-13,SC,McCormick,NR,47.0,0.0,42.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7816,2021-07-14,2021-07-13,SC,Palmer,NR,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7817,2021-07-14,2021-07-13,SC,Perry,NR,175.0,1.0,172.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7818,2021-07-14,2021-07-13,SC,Ridgeland,NR,101.0,10.0,89.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7819,2021-07-14,2021-07-13,SC,Trenton,NR,84.0,0.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7820,2021-07-14,2021-07-13,SC,Turbeville,NR,31.0,0.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7821,2021-07-14,2021-07-13,SC,Tyger River,NR,482.0,0.0,478.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7822,2021-07-14,2021-07-13,SC,Wateree River,NR,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7823,2021-07-14,2021-07-13,SC,Other Locations,NR,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7824,2021-07-14,2021-07-13,SC,Allendale,,,,,,35.0,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7825,2021-07-14,2021-07-13,SC,Broad River,,,,,,102.0,0.0,101.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7826,2021-07-14,2021-07-13,SC,Camille Graham,,,,,,50.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7827,2021-07-14,2021-07-13,SC,Evans,,,,,,50.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7828,2021-07-14,2021-07-13,SC,Goodman,,,,,,16.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7829,2021-07-14,2021-07-13,SC,Kershaw,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7830,2021-07-14,2021-07-13,SC,Kirkland,,,,,,132.0,1.0,131.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7831,2021-07-14,2021-07-13,SC,Leath,,,,,,14.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7832,2021-07-14,2021-07-13,SC,Lee,,,,,,57.0,1.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7833,2021-07-14,2021-07-13,SC,Lieber,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7834,2021-07-14,2021-07-13,SC,Livesay,,,,,,28.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7835,2021-07-14,2021-07-13,SC,MacDougall,,,,,,40.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7836,2021-07-14,2021-07-13,SC,Manning,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7837,2021-07-14,2021-07-13,SC,McCormick,,,,,,36.0,0.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7838,2021-07-14,2021-07-13,SC,Palmer,,,,,,7.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7839,2021-07-14,2021-07-13,SC,Perry,,,,,,82.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7840,2021-07-14,2021-07-13,SC,Ridgeland,,,,,,33.0,2.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7841,2021-07-14,2021-07-13,SC,Trenton,,,,,,46.0,0.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7842,2021-07-14,2021-07-13,SC,Turbeville,,,,,,78.0,0.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7843,2021-07-14,2021-07-13,SC,Tyger River,,,,,,59.0,0.0,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7844,2021-07-14,2021-07-13,SC,Wateree River,,,,,,28.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7845,2021-07-14,2021-07-13,SC,Non-Institutional Staff,,,,,,149.0,1.0,148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7846,2021-07-14,2021-07-13,SC,Allendale,,,,,,,,,,629,184,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7847,2021-07-14,2021-07-13,SC,Broad River,,,,,,,,,,679,654,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7848,2021-07-14,2021-07-13,SC,Camille,,,,,,,,,,324,202,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7849,2021-07-14,2021-07-13,SC,Evans,,,,,,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7850,2021-07-14,2021-07-13,SC,Goodman,,,,,,,,,,160,67,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7851,2021-07-14,2021-07-13,SC,Kershaw,,,,,,,,,,566,528,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7852,2021-07-14,2021-07-13,SC,Kirkland,,,,,,,,,,928,258,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7853,2021-07-14,2021-07-13,SC,Leath,,,,,,,,,,268,123,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7854,2021-07-14,2021-07-13,SC,Lee,,,,,,,,,,505,714,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7855,2021-07-14,2021-07-13,SC,Lieber,,,,,,,,,,546,696,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7856,2021-07-14,2021-07-13,SC,Livesay,,,,,,,,,,275,11,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7857,2021-07-14,2021-07-13,SC,MacDougall,,,,,,,,,,472,50,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7858,2021-07-14,2021-07-13,SC,Manning,,,,,,,,,,163,79,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7859,2021-07-14,2021-07-13,SC,McCormick,,,,,,,,,,469,405,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7860,2021-07-14,2021-07-13,SC,Palmer,,,,,,,,,,104,20,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7861,2021-07-14,2021-07-13,SC,Perry,,,,,,,,,,555,252,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7862,2021-07-14,2021-07-13,SC,Ridgeland,,,,,,,,,,420,604,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7863,2021-07-14,2021-07-13,SC,Trenton,,,,,,,,,,249,217,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7864,2021-07-14,2021-07-13,SC,Turbeville,,,,,,,,,,324,652,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7865,2021-07-14,2021-07-13,SC,Tyger River,,,,,,,,,,529,189,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7866,2021-07-14,2021-07-13,SC,Wateree,,,,,,,,,,176,222,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7867,2021-07-15,2021-07-14,SC,Allendale,NR,31.0,0.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7868,2021-07-15,2021-07-14,SC,Broad River,NR,417.0,0.0,408.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7869,2021-07-15,2021-07-14,SC,Camille Graham,NR,104.0,0.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7870,2021-07-15,2021-07-14,SC,Evans,NR,114.0,0.0,112.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7871,2021-07-15,2021-07-14,SC,Goodman,NR,83.0,0.0,82.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7872,2021-07-15,2021-07-14,SC,Kershaw,NR,108.0,1.0,106.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7873,2021-07-15,2021-07-14,SC,Kirkland,NR,601.0,7.0,590.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7874,2021-07-15,2021-07-14,SC,Leath,NR,23.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7875,2021-07-15,2021-07-14,SC,Lee,NR,77.0,0.0,74.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7876,2021-07-15,2021-07-14,SC,Lieber,NR,147.0,0.0,145.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7877,2021-07-15,2021-07-14,SC,Livesay,NR,223.0,0.0,223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7878,2021-07-15,2021-07-14,SC,MacDougall,NR,362.0,0.0,358.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7879,2021-07-15,2021-07-14,SC,Manning,NR,168.0,0.0,167.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7880,2021-07-15,2021-07-14,SC,McCormick,NR,47.0,0.0,42.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7881,2021-07-15,2021-07-14,SC,Palmer,NR,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7882,2021-07-15,2021-07-14,SC,Perry,NR,175.0,1.0,172.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7883,2021-07-15,2021-07-14,SC,Ridgeland,NR,101.0,10.0,89.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7884,2021-07-15,2021-07-14,SC,Trenton,NR,84.0,0.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7885,2021-07-15,2021-07-14,SC,Turbeville,NR,31.0,0.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7886,2021-07-15,2021-07-14,SC,Tyger River,NR,482.0,0.0,478.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7887,2021-07-15,2021-07-14,SC,Wateree River,NR,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7888,2021-07-15,2021-07-14,SC,Other Locations,NR,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7889,2021-07-15,2021-07-14,SC,Allendale,,,,,,35.0,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7890,2021-07-15,2021-07-14,SC,Broad River,,,,,,102.0,0.0,101.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7891,2021-07-15,2021-07-14,SC,Camille Graham,,,,,,50.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7892,2021-07-15,2021-07-14,SC,Evans,,,,,,50.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7893,2021-07-15,2021-07-14,SC,Goodman,,,,,,16.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7894,2021-07-15,2021-07-14,SC,Kershaw,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7895,2021-07-15,2021-07-14,SC,Kirkland,,,,,,132.0,1.0,131.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7896,2021-07-15,2021-07-14,SC,Leath,,,,,,14.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7897,2021-07-15,2021-07-14,SC,Lee,,,,,,57.0,1.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7898,2021-07-15,2021-07-14,SC,Lieber,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7899,2021-07-15,2021-07-14,SC,Livesay,,,,,,28.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7900,2021-07-15,2021-07-14,SC,MacDougall,,,,,,40.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7901,2021-07-15,2021-07-14,SC,Manning,,,,,,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7902,2021-07-15,2021-07-14,SC,McCormick,,,,,,36.0,0.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7903,2021-07-15,2021-07-14,SC,Palmer,,,,,,7.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7904,2021-07-15,2021-07-14,SC,Perry,,,,,,82.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7905,2021-07-15,2021-07-14,SC,Ridgeland,,,,,,33.0,2.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7906,2021-07-15,2021-07-14,SC,Trenton,,,,,,46.0,0.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7907,2021-07-15,2021-07-14,SC,Turbeville,,,,,,78.0,0.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7908,2021-07-15,2021-07-14,SC,Tyger River,,,,,,59.0,0.0,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7909,2021-07-15,2021-07-14,SC,Wateree River,,,,,,28.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7910,2021-07-15,2021-07-14,SC,Non-Institutional Staff,,,,,,149.0,1.0,148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7911,2021-07-15,2021-07-14,SC,Allendale,,,,,,,,,,629,184,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
7912,2021-07-15,2021-07-14,SC,Broad River,,,,,,,,,,679,654,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/SC.csv
