Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_staff_positive,fac_staff_active,fac_inc_vaccinated,fac_inc_vaccinatedweekly,fac_staff_vaccinated,fac_staff_vaccinated_weekly,sum_inc_deaths,sum_staff_deaths,facility_bjs,fac_state,fac_inc_deaths,fac_staff_deaths,fac_inc_recovered,fac_inc_new_positive,fac_staff_recovered,fac_address,fac_zip,sum_inc_positive,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
1568,2021-06-04,6/3/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1569,2021-06-04,6/3/2021,KS,KJCC,NR,20.0,0,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1570,2021-06-04,44350,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1571,2021-06-05,6/3/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1290.0,0.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1572,2021-06-05,6/3/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1573,2021-06-05,6/3/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1125.0,0.0,182.0,0.0,,,,,,,,,,500 REFORMATORY RD,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1574,2021-06-05,6/3/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,9.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1575,2021-06-05,6/3/2021,KS,Larned,NR,354.0,0,83.0,0.0,419.0,0.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1576,2021-06-05,6/3/2021,KS,Norton,NR,766.0,0,128.0,0.0,601.0,0.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1577,2021-06-05,6/3/2021,KS,Topeka,NR,523.0,0,110.0,0.0,643.0,44.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1578,2021-06-05,6/3/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1579,2021-06-05,6/3/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1580,2021-06-05,6/3/2021,KS,KJCC,NR,20.0,0,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1581,2021-06-05,44350,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1582,2021-06-06,6/3/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1290.0,0.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1583,2021-06-06,6/3/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1584,2021-06-06,6/3/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1125.0,0.0,182.0,0.0,,,,,,,,,,500 REFORMATORY RD,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1585,2021-06-06,6/3/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,9.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1586,2021-06-06,6/3/2021,KS,Larned,NR,354.0,0,83.0,0.0,419.0,0.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1587,2021-06-06,6/3/2021,KS,Norton,NR,766.0,0,128.0,0.0,601.0,0.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1588,2021-06-06,6/3/2021,KS,Topeka,NR,523.0,0,110.0,0.0,643.0,44.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1589,2021-06-06,6/3/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1590,2021-06-06,6/3/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1591,2021-06-06,6/3/2021,KS,KJCC,NR,20.0,0,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1592,2021-06-06,44350,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1593,2021-06-07,6/3/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1290.0,0.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1594,2021-06-07,6/3/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1595,2021-06-07,6/3/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1125.0,0.0,182.0,0.0,,,,,,,,,,500 REFORMATORY RD,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1596,2021-06-07,6/3/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,9.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1597,2021-06-07,6/3/2021,KS,Larned,NR,354.0,0,83.0,0.0,419.0,0.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1598,2021-06-07,6/3/2021,KS,Norton,NR,766.0,0,128.0,0.0,601.0,0.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1599,2021-06-07,6/3/2021,KS,Topeka,NR,523.0,0,110.0,0.0,643.0,44.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1600,2021-06-07,6/3/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1601,2021-06-07,6/3/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1602,2021-06-07,6/3/2021,KS,KJCC,NR,20.0,0,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6134.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1603,2021-06-07,44350,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1604,2021-06-08,6/7/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1290.0,0.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1605,2021-06-08,6/7/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1606,2021-06-08,6/7/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1125.0,0.0,182.0,0.0,,,,,,,,,,500 REFORMATORY RD,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1607,2021-06-08,6/7/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,9.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1608,2021-06-08,6/7/2021,KS,Larned,NR,354.0,0,83.0,0.0,419.0,0.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1609,2021-06-08,6/7/2021,KS,Norton,NR,766.0,0,128.0,0.0,601.0,0.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1610,2021-06-08,6/7/2021,KS,Topeka,NR,524.0,1,110.0,0.0,643.0,44.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1611,2021-06-08,6/7/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1612,2021-06-08,6/7/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1613,2021-06-08,6/7/2021,KS,KJCC,NR,21.0,1,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1614,2021-06-08,44354,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1615,2021-06-09,6/7/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1290.0,0.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1616,2021-06-09,6/7/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1617,2021-06-09,6/7/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1125.0,0.0,182.0,0.0,,,,,,,,,,500 REFORMATORY RD,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1618,2021-06-09,6/7/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,9.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1619,2021-06-09,6/7/2021,KS,Larned,NR,354.0,0,83.0,0.0,419.0,0.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1620,2021-06-09,6/7/2021,KS,Norton,NR,766.0,0,128.0,0.0,601.0,0.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1621,2021-06-09,6/7/2021,KS,Topeka,NR,524.0,1,110.0,0.0,643.0,44.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1622,2021-06-09,6/7/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1623,2021-06-09,6/7/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1624,2021-06-09,6/7/2021,KS,KJCC,NR,21.0,1,72.0,0.0,25.0,0.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1625,2021-06-09,44354,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1626,2021-06-10,6/7/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1391.0,101.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1627,2021-06-10,6/7/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1628,2021-06-10,6/7/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1178.0,53.0,195.0,13.0,,,,,,,,,,500 REFORMATORY RD,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1629,2021-06-10,6/7/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,0.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1630,2021-06-10,6/7/2021,KS,Larned,NR,354.0,0,83.0,0.0,420.0,1.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1631,2021-06-10,6/7/2021,KS,Norton,NR,766.0,0,128.0,0.0,645.0,44.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1632,2021-06-10,6/7/2021,KS,Topeka,NR,524.0,1,110.0,0.0,651.0,8.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1633,2021-06-10,6/7/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1634,2021-06-10,6/7/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1635,2021-06-10,6/7/2021,KS,KJCC,NR,21.0,1,72.0,0.0,27.0,2.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6136.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1636,2021-06-10,44354,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1637,2021-06-11,6/10/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1391.0,101.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1638,2021-06-11,6/10/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1639,2021-06-11,6/10/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1178.0,53.0,195.0,13.0,,,,,,,,,,500 REFORMATORY RD,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1640,2021-06-11,6/10/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,0.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1641,2021-06-11,6/10/2021,KS,Larned,NR,354.0,0,83.0,0.0,420.0,1.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1642,2021-06-11,6/10/2021,KS,Norton,NR,766.0,0,128.0,0.0,645.0,44.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1643,2021-06-11,6/10/2021,KS,Topeka,NR,524.0,1,110.0,0.0,651.0,8.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1644,2021-06-11,6/10/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1645,2021-06-11,6/10/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1646,2021-06-11,6/10/2021,KS,KJCC,NR,20.0,0,72.0,0.0,27.0,2.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1647,2021-06-11,44357,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1648,2021-06-12,6/10/2021,KS,El Dorado,NR,982.0,0,234.0,0.0,1391.0,101.0,269.0,0.0,,,,,,,,,,1737 SE US HWY 54,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1649,2021-06-12,6/10/2021,KS,Ellsworth,NR,584.0,0,91.0,1.0,670.0,0.0,122.0,0.0,,,,,,,,,,1607 STATE STREET,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1650,2021-06-12,6/10/2021,KS,Hutchinson,NR,1379.0,0,289.0,0.0,1178.0,53.0,195.0,13.0,,,,,,,,,,500 REFORMATORY RD,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1651,2021-06-12,6/10/2021,KS,Lansing,NR,1009.0,0,171.0,0.0,1054.0,0.0,318.0,0.0,,,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1652,2021-06-12,6/10/2021,KS,Larned,NR,354.0,0,83.0,0.0,420.0,1.0,97.0,0.0,,,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1653,2021-06-12,6/10/2021,KS,Norton,NR,766.0,0,128.0,0.0,645.0,44.0,69.0,0.0,,,,,,,,,,E HIGHWAY 36,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1654,2021-06-12,6/10/2021,KS,Topeka,NR,524.0,1,110.0,0.0,651.0,8.0,197.0,2.0,,,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1655,2021-06-12,6/10/2021,KS,Winfield,NR,436.0,0,87.0,1.0,523.0,7.0,163.0,3.0,,,,,,,,,,1806 PINECREST CIRCLE,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1656,2021-06-12,6/10/2021,KS,Wichita Work Release,NR,81.0,0,25.0,0.0,,,,,,,,,,,,,,401 S. EMPORIA STREET,,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1657,2021-06-12,6/10/2021,KS,KJCC,NR,20.0,0,72.0,0.0,27.0,2.0,188.0,0.0,,,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6135.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
1658,2021-06-12,44357,KS,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
