Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_active,fac_inc_recovered,fac_inc_positive,fac_inc_negative,fac_inc_pending,fac_inc_totaltests,fac_inc_quarantined,fac_inc_deaths,facilties_inc_vaccinated,facilties_inc_vaccinatedjuvenile,sum_staff_vaccinatedfirstdose,sum_staff_vaccinatedseconddose,sum_staff_vaccinatedfirstdosejuvenile,sum_staff_vaccinatedseconddosejuvenile,sum_staff_populationcorrectional,sum_staff_populationjuvenile,sum_staff_activecorrectional,sum_staff_activejuvenile,sum_staff_recoveredcorrectional,sum_staff_recoveredjuvenile,sum_staff_positivecorrectional,sum_staff_positivejuvenile,sum_staff_negativecorrectional,sum_staff_negativejuvenile,sum_staff_pendingcorrectional,sum_staff_pendingjuvenile,sum_staff_testedcorrectional,sum_staff_testedjuvenile,sum_staff_quarantinedcorrectional,sum_staff_quarantinedjuvenile,sum_staff_deaths,sum_staff_negative,sum_staff_active,sum_staff_pending,sum_staff_tested,sum_staff_recovered,sum_staff_positive,facility_bjs,fac_state,fac_inc_tested,fac_inc_new_tested,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_popcorrectional,sum_staff_popjuvenile,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
2931,2021-05-14,44329,WV,Mount Olive,977.0,0.0,197.0,205.0,2424.0,1.0,2630.0,5.0,7.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2932,2021-05-14,44329,WV,Northern,242.0,0.0,127.0,128.0,311.0,0.0,439.0,1.0,1.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2933,2021-05-14,44329,WV,Ohio County,15.0,0.0,19.0,19.0,109.0,0.0,128.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2934,2021-05-14,44329,WV,Pruntytown,128.0,1.0,54.0,55.0,393.0,0.0,448.0,57.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2935,2021-05-14,44329,WV,Salem,219.0,0.0,68.0,68.0,513.0,0.0,581.0,0.0,0.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2936,2021-05-14,44329,WV,Saint Marys,320.0,0.0,370.0,380.0,859.0,0.0,1239.0,0.0,4.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2937,2021-05-14,44329,WV,McDowell (contract),433.0,0.0,266.0,266.0,703.0,0.0,969.0,50.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2938,2021-05-14,44329,WV,Donald Kuhn,39.0,1.0,1.0,2.0,97.0,2.0,101.0,23.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2939,2021-05-14,44329,WV,Gene Spadaro,17.0,0.0,3.0,3.0,124.0,0.0,127.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2940,2021-05-14,44329,WV,J.M. Buckbee,18.0,0.0,1.0,1.0,60.0,0.0,61.0,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2941,2021-05-14,44329,WV,Kenneth Rubenstein,21.0,0.0,0.0,0.0,60.0,0.0,60.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2942,2021-05-14,44329,WV,Lorrie Yeager,21.0,0.0,1.0,1.0,67.0,0.0,68.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2943,2021-05-14,44329,WV,Robert Shell,22.0,0.0,2.0,2.0,248.0,0.0,250.0,5.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2944,2021-05-14,44329,WV,Sam Perdue,16.0,0.0,4.0,4.0,32.0,0.0,36.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2945,2021-05-14,44329,WV,James Morton,23.0,0.0,0.0,0.0,40.0,0.0,40.0,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2946,2021-05-14,44329,WV,Vicki Douglas,11.0,0.0,2.0,2.0,102.0,1.0,105.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2947,2021-05-14,44329,WV,Mulholland (contract),29.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2948,2021-05-14,44329,WV,,,,,,,,,,,,,729,711.0,243,206.0,1409.0,409.0,2.0,4.0,439.0,115.0,443.0,119.0,11899.0,3544.0,125.0,212.0,12276.0,3781.0,,,2.0,15443.0,6.0,337.0,16057.0,554.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2949,2021-05-15,44329,WV,Denmar,156.0,0.0,61.0,61.0,310.0,0.0,371.0,3.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2950,2021-05-15,44329,WV,Huttonsville,968.0,0.0,128.0,128.0,1158.0,0.0,1286.0,4.0,0.0,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2951,2021-05-15,44329,WV,Lakin,446.0,0.0,263.0,263.0,951.0,0.0,1214.0,44.0,0.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2952,2021-05-15,44329,WV,Martinsburg,106.0,0.0,12.0,12.0,471.0,0.0,483.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2953,2021-05-15,44329,WV,Mount Olive,977.0,0.0,197.0,205.0,2424.0,1.0,2630.0,5.0,7.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2954,2021-05-15,44329,WV,Northern,242.0,0.0,127.0,128.0,311.0,0.0,439.0,1.0,1.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2955,2021-05-15,44329,WV,Ohio County,15.0,0.0,19.0,19.0,109.0,0.0,128.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2956,2021-05-15,44329,WV,Pruntytown,128.0,1.0,54.0,55.0,393.0,0.0,448.0,57.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2957,2021-05-15,44329,WV,Salem,219.0,0.0,68.0,68.0,513.0,0.0,581.0,0.0,0.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2958,2021-05-15,44329,WV,Saint Marys,320.0,0.0,370.0,380.0,859.0,0.0,1239.0,0.0,4.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2959,2021-05-15,44329,WV,McDowell (contract),433.0,0.0,266.0,266.0,703.0,0.0,969.0,50.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2960,2021-05-15,44329,WV,Donald Kuhn,39.0,1.0,1.0,2.0,97.0,2.0,101.0,23.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2961,2021-05-15,44329,WV,Gene Spadaro,17.0,0.0,3.0,3.0,124.0,0.0,127.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2962,2021-05-15,44329,WV,J.M. Buckbee,18.0,0.0,1.0,1.0,60.0,0.0,61.0,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2963,2021-05-15,44329,WV,Kenneth Rubenstein,21.0,0.0,0.0,0.0,60.0,0.0,60.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2964,2021-05-15,44329,WV,Lorrie Yeager,21.0,0.0,1.0,1.0,67.0,0.0,68.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2965,2021-05-15,44329,WV,Robert Shell,22.0,0.0,2.0,2.0,248.0,0.0,250.0,5.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2966,2021-05-15,44329,WV,Sam Perdue,16.0,0.0,4.0,4.0,32.0,0.0,36.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2967,2021-05-15,44329,WV,James Morton,23.0,0.0,0.0,0.0,40.0,0.0,40.0,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2968,2021-05-15,44329,WV,Vicki Douglas,11.0,0.0,2.0,2.0,102.0,1.0,105.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2969,2021-05-15,44329,WV,Mulholland (contract),29.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2970,2021-05-15,44329,WV,,,,,,,,,,,,,729,711.0,243,206.0,1409.0,409.0,2.0,4.0,439.0,115.0,443.0,119.0,11899.0,3544.0,125.0,212.0,12276.0,3781.0,,,2.0,15443.0,6.0,337.0,16057.0,554.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2971,2021-05-16,44329,WV,Denmar,156.0,0.0,61.0,61.0,310.0,0.0,371.0,3.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2972,2021-05-16,44329,WV,Huttonsville,968.0,0.0,128.0,128.0,1158.0,0.0,1286.0,4.0,0.0,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2973,2021-05-16,44329,WV,Lakin,446.0,0.0,263.0,263.0,951.0,0.0,1214.0,44.0,0.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2974,2021-05-16,44329,WV,Martinsburg,106.0,0.0,12.0,12.0,471.0,0.0,483.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2975,2021-05-16,44329,WV,Mount Olive,977.0,0.0,197.0,205.0,2424.0,1.0,2630.0,5.0,7.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2976,2021-05-16,44329,WV,Northern,242.0,0.0,127.0,128.0,311.0,0.0,439.0,1.0,1.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2977,2021-05-16,44329,WV,Ohio County,15.0,0.0,19.0,19.0,109.0,0.0,128.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2978,2021-05-16,44329,WV,Pruntytown,128.0,1.0,54.0,55.0,393.0,0.0,448.0,57.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2979,2021-05-16,44329,WV,Salem,219.0,0.0,68.0,68.0,513.0,0.0,581.0,0.0,0.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2980,2021-05-16,44329,WV,Saint Marys,320.0,0.0,370.0,380.0,859.0,0.0,1239.0,0.0,4.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2981,2021-05-16,44329,WV,McDowell (contract),433.0,0.0,266.0,266.0,703.0,0.0,969.0,50.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2982,2021-05-16,44329,WV,Donald Kuhn,39.0,1.0,1.0,2.0,97.0,2.0,101.0,23.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2983,2021-05-16,44329,WV,Gene Spadaro,17.0,0.0,3.0,3.0,124.0,0.0,127.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2984,2021-05-16,44329,WV,J.M. Buckbee,18.0,0.0,1.0,1.0,60.0,0.0,61.0,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2985,2021-05-16,44329,WV,Kenneth Rubenstein,21.0,0.0,0.0,0.0,60.0,0.0,60.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2986,2021-05-16,44329,WV,Lorrie Yeager,21.0,0.0,1.0,1.0,67.0,0.0,68.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2987,2021-05-16,44329,WV,Robert Shell,22.0,0.0,2.0,2.0,248.0,0.0,250.0,5.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2988,2021-05-16,44329,WV,Sam Perdue,16.0,0.0,4.0,4.0,32.0,0.0,36.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2989,2021-05-16,44329,WV,James Morton,23.0,0.0,0.0,0.0,40.0,0.0,40.0,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2990,2021-05-16,44329,WV,Vicki Douglas,11.0,0.0,2.0,2.0,102.0,1.0,105.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2991,2021-05-16,44329,WV,Mulholland (contract),29.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2992,2021-05-16,44329,WV,,,,,,,,,,,,,729,711.0,243,206.0,1409.0,409.0,2.0,4.0,439.0,115.0,443.0,119.0,11899.0,3544.0,125.0,212.0,12276.0,3781.0,,,2.0,15443.0,6.0,337.0,16057.0,554.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2993,2021-05-17,44329,WV,Denmar,156.0,0.0,61.0,61.0,310.0,0.0,371.0,3.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2994,2021-05-17,44329,WV,Huttonsville,968.0,0.0,128.0,128.0,1158.0,0.0,1286.0,4.0,0.0,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2995,2021-05-17,44329,WV,Lakin,446.0,0.0,263.0,263.0,951.0,0.0,1214.0,44.0,0.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2996,2021-05-17,44329,WV,Martinsburg,106.0,0.0,12.0,12.0,471.0,0.0,483.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2997,2021-05-17,44329,WV,Mount Olive,977.0,0.0,197.0,205.0,2424.0,1.0,2630.0,5.0,7.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2998,2021-05-17,44329,WV,Northern,242.0,0.0,127.0,128.0,311.0,0.0,439.0,1.0,1.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
2999,2021-05-17,44329,WV,Ohio County,15.0,0.0,19.0,19.0,109.0,0.0,128.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
