Unnamed: 0,scrapedate,lastupdated,stateagency,facility,facilitytier,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_inc_negative,fac_staff_positive,fac_staff_deaths,sum_inc_recovered,sum_inc_deaths,sum_staff_recovered,fac_inc_isolated,fac_inc_quarantined,fac_inc_pending,sum_inc_firstdose,sum_inc_seconddose,sum_inc_offeredvaccine,fac_state,fac_address,fac_zip,fac_facilitytier,sum_inc_positive,sum_inc_tested,sum_staff_positive,match,state
2414,2021-06-05,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2415,2021-06-05,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2416,2021-06-05,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2417,2021-06-05,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2418,2021-06-05,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2419,2021-06-05,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2420,2021-06-05,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2421,2021-06-05,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2422,2021-06-05,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2423,2021-06-05,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2424,2021-06-05,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2425,2021-06-05,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2426,2021-06-05,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2427,2021-06-05,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2428,2021-06-05,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2429,2021-06-06,6/2/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2430,2021-06-06,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2431,2021-06-06,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2432,2021-06-06,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2433,2021-06-06,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2434,2021-06-06,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2435,2021-06-06,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2436,2021-06-06,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2437,2021-06-06,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2438,2021-06-06,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2439,2021-06-06,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2440,2021-06-06,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2441,2021-06-06,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2442,2021-06-06,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2443,2021-06-06,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2444,2021-06-06,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2445,2021-06-07,6/2/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2446,2021-06-07,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2447,2021-06-07,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2448,2021-06-07,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2449,2021-06-07,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2450,2021-06-07,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2451,2021-06-07,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2452,2021-06-07,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2453,2021-06-07,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2454,2021-06-07,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2455,2021-06-07,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2456,2021-06-07,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2457,2021-06-07,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2458,2021-06-07,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2459,2021-06-07,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2460,2021-06-07,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2461,2021-06-08,6/2/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2462,2021-06-08,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2463,2021-06-08,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2464,2021-06-08,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2465,2021-06-08,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2466,2021-06-08,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2467,2021-06-08,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2468,2021-06-08,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2469,2021-06-08,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2470,2021-06-08,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2471,2021-06-08,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2472,2021-06-08,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2473,2021-06-08,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2474,2021-06-08,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2475,2021-06-08,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2476,2021-06-08,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2477,2021-06-09,6/2/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2478,2021-06-09,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2479,2021-06-09,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2480,2021-06-09,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2481,2021-06-09,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2482,2021-06-09,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2483,2021-06-09,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2484,2021-06-09,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2485,2021-06-09,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2486,2021-06-09,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2487,2021-06-09,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2488,2021-06-09,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2489,2021-06-09,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2490,2021-06-09,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2491,2021-06-09,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2492,2021-06-09,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2493,2021-06-10,6/2/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2494,2021-06-10,6/2/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2495,2021-06-10,6/2/2021,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2496,2021-06-10,6/2/2021,OR,DRCI,Tier 1,2157.0,283.0,0.0,1874.0,49.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2497,2021-06-10,6/2/2021,OR,EOCI,Tier 2,1456.0,459.0,0.0,997.0,82.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2498,2021-06-10,6/2/2021,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2499,2021-06-10,6/2/2021,OR,OSCI,Tier 1,1754.0,252.0,0.0,1502.0,43.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2500,2021-06-10,6/2/2021,OR,OSP,Tier 2,3546.0,387.0,0.0,3159.0,127.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2501,2021-06-10,6/2/2021,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,24.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2502,2021-06-10,6/2/2021,OR,SCCI,Tier 1,317.0,27.0,0.0,290.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2503,2021-06-10,6/2/2021,OR,SCI,Tier 1,1164.0,120.0,0.0,1044.0,35.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2504,2021-06-10,6/2/2021,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2505,2021-06-10,6/2/2021,OR,SRCI,Tier 3,1989.0,493.0,0.0,1496.0,240.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2506,2021-06-10,6/2/2021,OR,TRCI,Tier 2,3611.0,776.0,0.0,2835.0,129.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2507,2021-06-10,6/2/2021,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,14.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3614.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2508,2021-06-10,44349,OR,,,,,,,,,3456.0,42.0,885.0,,,,9156,1256,13200,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2509,2021-06-11,6/9/2021,OR,CCCF,Tier 2,6305.0,242.0,0.0,6063.0,50.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3615.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
2510,2021-06-11,6/9/2021,OR,CCIC (Intake),Tier 2,3237.0,106.0,0.0,3131.0,13.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3615.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
