Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,sum_staff_vaccinations,sum_inc_tested,sum_inc_positive,sum_inc_positiveremand,sum_inc_positivegeneral,sum_inc_negative,sum_inc_pending,sum_inc_deaths,sum_staff_positive,sum_staff_deaths,fac_address,fac_state,match,oldnew,fac_inc_vaccinated,fac_inc_population,state
1685,2021-07-03,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1686,2021-07-03,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1687,2021-07-03,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1688,2021-07-04,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1689,2021-07-04,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1690,2021-07-04,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1691,2021-07-04,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1692,2021-07-04,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1693,2021-07-04,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1694,2021-07-04,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1695,2021-07-04,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1696,2021-07-04,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1697,2021-07-04,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1698,2021-07-04,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1699,2021-07-04,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1700,2021-07-04,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1701,2021-07-04,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1702,2021-07-05,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1703,2021-07-05,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1704,2021-07-05,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1705,2021-07-05,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1706,2021-07-05,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1707,2021-07-05,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1708,2021-07-05,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1709,2021-07-05,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1710,2021-07-05,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1711,2021-07-05,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1712,2021-07-05,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1713,2021-07-05,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1714,2021-07-05,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1715,2021-07-05,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1716,2021-07-06,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1717,2021-07-06,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1718,2021-07-06,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1719,2021-07-06,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1720,2021-07-06,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1721,2021-07-06,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1722,2021-07-06,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1723,2021-07-06,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1724,2021-07-06,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1725,2021-07-06,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1726,2021-07-06,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1727,2021-07-06,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1728,2021-07-06,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1729,2021-07-06,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1730,2021-07-07,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1731,2021-07-07,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1732,2021-07-07,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1733,2021-07-07,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1734,2021-07-07,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1735,2021-07-07,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1736,2021-07-07,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1737,2021-07-07,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1738,2021-07-07,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1739,2021-07-07,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1740,2021-07-07,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1741,2021-07-07,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1742,2021-07-07,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1743,2021-07-07,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1744,2021-07-08,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1745,2021-07-08,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1746,2021-07-08,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1747,2021-07-08,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1748,2021-07-08,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1749,2021-07-08,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1750,2021-07-08,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1751,2021-07-08,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1752,2021-07-08,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1753,2021-07-08,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1754,2021-07-08,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1755,2021-07-08,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1756,2021-07-08,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1757,2021-07-08,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1758,2021-07-09,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1759,2021-07-09,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1760,2021-07-09,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1761,2021-07-09,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1762,2021-07-09,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1763,2021-07-09,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1764,2021-07-09,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1765,2021-07-09,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1766,2021-07-09,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1767,2021-07-09,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1768,2021-07-09,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1769,2021-07-09,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1770,2021-07-09,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1771,2021-07-09,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1772,2021-07-10,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1773,2021-07-10,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1774,2021-07-10,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1775,2021-07-10,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1776,2021-07-10,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1777,2021-07-10,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1778,2021-07-10,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1779,2021-07-10,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1780,2021-07-10,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1781,2021-07-10,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1782,2021-07-10,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1783,2021-07-10,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1784,2021-07-10,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1785,2021-07-10,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1786,2021-07-11,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1787,2021-07-11,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1788,2021-07-11,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1789,2021-07-11,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1790,2021-07-11,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1791,2021-07-11,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1792,2021-07-11,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1793,2021-07-11,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1794,2021-07-11,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1795,2021-07-11,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1796,2021-07-11,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1797,2021-07-11,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1798,2021-07-11,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1799,2021-07-11,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1800,2021-07-12,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1801,2021-07-12,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1802,2021-07-12,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1803,2021-07-12,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1804,2021-07-12,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1805,2021-07-12,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1806,2021-07-12,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1807,2021-07-12,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1808,2021-07-12,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1809,2021-07-12,44348.0,AK,SPRING CREEK CC,,341,NR,,,,,,,,,,,,,,356.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1810,2021-07-12,44348.0,AK,WILDWOOD CC,,205,NR,,,,,,,,,,,,,,208.0,390.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1811,2021-07-12,44348.0,AK,YUKON-KUSKOKWIM CC,,144,NR,,,,,,,,,,,,,,146.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1812,2021-07-12,44348.0,AK,DOC - OTHER (CRC),,133,NR,,,,,,,,,,,,,,140.0,239.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1813,2021-07-12,44348.0,AK,,,,,38707.0,2440.0,287.0,2153.0,35559.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1814,2021-07-13,44348.0,AK,ANCHORAGE CC,,320,NR,,,,,,,,,,,,,,365.0,870.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1815,2021-07-13,44348.0,AK,ANVIL MTN CC,,77,NR,,,,,,,,,,,,,,85.0,105.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1816,2021-07-13,44348.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,169.0,270.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1817,2021-07-13,44348.0,AK,GOOSE CREEK CC,,875,NR,,,,,,,,,,,,,,928.0,1350.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1818,2021-07-13,44348.0,AK,HILAND MTN CC,,145,NR,,,,,,,,,,,,,,160.0,327.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1819,2021-07-13,44348.0,AK,KETCHIKAN CC,,28,NR,,,,,,,,,,,,,,28.0,54.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1820,2021-07-13,44348.0,AK,LEMON CREEK CC,,91,NR,,,,,,,,,,,,,,106.0,215.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1821,2021-07-13,44348.0,AK,MATSU PRETRIAL,,26,NR,,,,,,,,,,,,,,27.0,99.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
1822,2021-07-13,44348.0,AK,PT. MACKENZIE CF,,62,NR,,,,,,,,,,,,,,63.0,87.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
