Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positivephase3,fac_inc_deathsphase3,fac_staff_positivephase3,fac_inc_positivephase2,fac_inc_deathsphase2,fac_staff_positivephase2,fac_inc_positivephase1,fac_inc_deathsphase1,fac_staff_positivephase1,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_inc_tested,sum_inc_positive,sum_inc_deaths,sum_inc_vaccinedoses,sum_staff_tested,sum_staff_positive,sum_staff_vaccinedoses,facility_bjs,fac_state,fac_address,fac_zip,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_changeclosemth,bjs_fac_changecloseyr,bjs_fac_notes,state
9232,2021-07-24,2021-05-26,NJ,Clinton House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9233,2021-07-24,2021-05-26,NJ,"CURA, Inc.",0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9234,2021-07-24,2021-05-26,NJ,Fenwick House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9235,2021-07-24,2021-05-26,NJ,Fletcher House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9236,2021-07-24,2021-05-26,NJ,Garrett House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9237,2021-07-24,2021-05-26,NJ,Hope Hall,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9238,2021-07-24,2021-05-26,NJ,James A. Hemm House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9239,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 1,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9240,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 2,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9241,2021-07-24,2021-05-26,NJ,Kintock Newark,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9242,2021-07-24,2021-05-26,NJ,The Harbor House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9243,2021-07-24,2021-05-26,NJ,Tully House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9244,2021-07-24,2021-05-26,NJ,Adult Diagnostic and Treatment Center,,,,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9245,2021-07-24,2021-05-26,NJ,Bayside State Prison,,,,5.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9246,2021-07-24,2021-05-26,NJ,Central Reception and Assignment Facility,,,,7.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9247,2021-07-24,2021-05-26,NJ,Correctional Staff Training Academy,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9248,2021-07-24,2021-05-26,NJ,Custody Recruitment Unit,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9249,2021-07-24,2021-05-26,NJ,East Jersey State Prison,,,,7.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9250,2021-07-24,2021-05-26,NJ,Edna Mahan Correctional Facility for Women,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9251,2021-07-24,2021-05-26,NJ,Garden State Youth Correctional Facility,,,,12.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9252,2021-07-24,2021-05-26,NJ,Mid-State Correctional Facility,,,,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9253,2021-07-24,2021-05-26,NJ,New Jersey State Prison,,,,9.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9254,2021-07-24,2021-05-26,NJ,Northern State Prison,,,,16.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9255,2021-07-24,2021-05-26,NJ,South Woods State Prison,,,,23.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9256,2021-07-24,2021-05-26,NJ,Southern State Correctional Facility,,,,9.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9257,2021-07-24,2021-05-26,NJ,William H. Fauver Youth Correctional Facility,,,,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9258,2021-07-24,2021-05-26,NJ,Bo Robinson Assessment and Treatment,,,,2.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9259,2021-07-24,2021-05-26,NJ,Clinton House,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9260,2021-07-24,2021-05-26,NJ,Columbus House,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9261,2021-07-24,2021-05-26,NJ,"CURA, Inc.",,,,1.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9262,2021-07-24,2021-05-26,NJ,Fenwick House,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9263,2021-07-24,2021-05-26,NJ,Fletcher House,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9264,2021-07-24,2021-05-26,NJ,Garrett House,,,,1.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9265,2021-07-24,2021-05-26,NJ,Hope Hall,,,,1.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9266,2021-07-24,2021-05-26,NJ,James A. Hemm House,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9267,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 1,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9268,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 2,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9269,2021-07-24,2021-05-26,NJ,Kintock Newark,,,,0.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9270,2021-07-24,2021-05-26,NJ,The Harbor House,,,,3.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9271,2021-07-24,2021-05-26,NJ,Tully House,,,,1.0,0.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9272,2021-07-24,2021-05-26,NJ,Adult Diagnostic and Treatment Center,,,,,,,384.0,14.0,76.0,NR,410.0,14.0,153.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9273,2021-07-24,2021-05-26,NJ,Bayside State Prison,,,,,,,80.0,0.0,7.0,NR,562.0,0.0,131.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9274,2021-07-24,2021-05-26,NJ,Central Reception and Assignment Facility,,,,,,,162.0,2.0,81.0,NR,368.0,2.0,143.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9275,2021-07-24,2021-05-26,NJ,Correctional Staff Training Academy,,,,,,,0.0,0.0,2.0,NR,0.0,0.0,2.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9276,2021-07-24,2021-05-26,NJ,Custody Recruitment Unit,,,,,,,0.0,0.0,2.0,NR,0.0,0.0,2.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9277,2021-07-24,2021-05-26,NJ,East Jersey State Prison,,,,,,,168.0,8.0,104.0,NR,203.0,8.0,187.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9278,2021-07-24,2021-05-26,NJ,Edna Mahan Correctional Facility for Women,,,,,,,115.0,2.0,87.0,NR,157.0,2.0,150.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9279,2021-07-24,2021-05-26,NJ,Garden State Youth Correctional Facility,,,,,,,389.0,1.0,42.0,NR,555.0,1.0,190.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9280,2021-07-24,2021-05-26,NJ,Mid-State Correctional Facility,,,,,,,76.0,1.0,76.0,NR,88.0,1.0,101.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9281,2021-07-24,2021-05-26,NJ,New Jersey State Prison,,,,,,,151.0,6.0,93.0,NR,231.0,7.0,244.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9282,2021-07-24,2021-05-26,NJ,Northern State Prison,,,,,,,210.0,10.0,154.0,NR,310.0,10.0,273.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9283,2021-07-24,2021-05-26,NJ,South Woods State Prison,,,,,,,692.0,7.0,46.0,NR,1127.0,7.0,252.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9284,2021-07-24,2021-05-26,NJ,Southern State Correctional Facility,,,,,,,154.0,0.0,81.0,NR,295.0,0.0,168.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9285,2021-07-24,2021-05-26,NJ,William H. Fauver Youth Correctional Facility,,,,,,,196.0,0.0,39.0,NR,247.0,0.0,127.0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9286,2021-07-24,2021-05-26,NJ,Bo Robinson Assessment and Treatment,,,,,,,47.0,1.0,NR,NR,52.0,1.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9287,2021-07-24,2021-05-26,NJ,Clinton House,,,,,,,0.0,0.0,NR,NR,0.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9288,2021-07-24,2021-05-26,NJ,Columbus House,,,,,,,6.0,0.0,NR,NR,6.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9289,2021-07-24,2021-05-26,NJ,"CURA, Inc.",,,,,,,0.0,0.0,NR,NR,2.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9290,2021-07-24,2021-05-26,NJ,Fenwick House,,,,,,,0.0,0.0,NR,NR,0.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9291,2021-07-24,2021-05-26,NJ,Fletcher House,,,,,,,1.0,0.0,NR,NR,1.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9292,2021-07-24,2021-05-26,NJ,Garrett House,,,,,,,3.0,0.0,NR,NR,4.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9293,2021-07-24,2021-05-26,NJ,Hope Hall,,,,,,,12.0,0.0,NR,NR,13.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9294,2021-07-24,2021-05-26,NJ,James A. Hemm House,,,,,,,1.0,0.0,NR,NR,1.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9295,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 1,,,,,,,10.0,0.0,NR,NR,11.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9296,2021-07-24,2021-05-26,NJ,Kintock Bridgeton 2,,,,,,,14.0,0.0,NR,NR,14.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9297,2021-07-24,2021-05-26,NJ,Kintock Newark,,,,,,,10.0,0.0,NR,NR,11.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9298,2021-07-24,2021-05-26,NJ,The Harbor House,,,,,,,5.0,0.0,NR,NR,9.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9299,2021-07-24,2021-05-26,NJ,Tully House,,,,,,,6.0,0.0,NR,NR,7.0,0.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9300,2021-07-24,2021-05-26,NJ,,,,,,,,,,,,,,,,275802.0,4553.0,52.0,8551.0,206169.0,2123.0,4876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9301,2021-07-25,2021-05-26,NJ,Adult Diagnostic and Treatment Center,18,0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9302,2021-07-25,2021-05-26,NJ,Bayside State Prison,477,0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9303,2021-07-25,2021-05-26,NJ,Central Reception and Assignment Facility,199,0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9304,2021-07-25,2021-05-26,NJ,Correctional Staff Training Academy,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9305,2021-07-25,2021-05-26,NJ,Custody Recruitment Unit,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9306,2021-07-25,2021-05-26,NJ,East Jersey State Prison,28,0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9307,2021-07-25,2021-05-26,NJ,Edna Mahan Correctional Facility for Women,36,0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9308,2021-07-25,2021-05-26,NJ,Garden State Youth Correctional Facility,154,0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9309,2021-07-25,2021-05-26,NJ,Mid-State Correctional Facility,8,0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9310,2021-07-25,2021-05-26,NJ,New Jersey State Prison,71,1,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9311,2021-07-25,2021-05-26,NJ,Northern State Prison,84,0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9312,2021-07-25,2021-05-26,NJ,South Woods State Prison,412,0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9313,2021-07-25,2021-05-26,NJ,Southern State Correctional Facility,132,0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9314,2021-07-25,2021-05-26,NJ,William H. Fauver Youth Correctional Facility,49,0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9315,2021-07-25,2021-05-26,NJ,Bo Robinson Assessment and Treatment,3,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9316,2021-07-25,2021-05-26,NJ,Clinton House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9317,2021-07-25,2021-05-26,NJ,"CURA, Inc.",0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9318,2021-07-25,2021-05-26,NJ,Fenwick House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9319,2021-07-25,2021-05-26,NJ,Fletcher House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9320,2021-07-25,2021-05-26,NJ,Garrett House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9321,2021-07-25,2021-05-26,NJ,Hope Hall,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9322,2021-07-25,2021-05-26,NJ,James A. Hemm House,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9323,2021-07-25,2021-05-26,NJ,Kintock Bridgeton 1,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9324,2021-07-25,2021-05-26,NJ,Kintock Bridgeton 2,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9325,2021-07-25,2021-05-26,NJ,Kintock Newark,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9326,2021-07-25,2021-05-26,NJ,The Harbor House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9327,2021-07-25,2021-05-26,NJ,Tully House,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9328,2021-07-25,2021-05-26,NJ,Adult Diagnostic and Treatment Center,,,,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9329,2021-07-25,2021-05-26,NJ,Bayside State Prison,,,,5.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9330,2021-07-25,2021-05-26,NJ,Central Reception and Assignment Facility,,,,7.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
9331,2021-07-25,2021-05-26,NJ,Correctional Staff Training Academy,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
