Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_recovered,fac_inc_active,fac_inc_recovered,fac_staff_positive,fac_inc_positive,sum_inc_tested,sum_inc_deaths,sum_staff_deaths,sum_total_testsconducted,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_recovered,sum_inc_active,sum_inc_positive,sum_staff_recovered,sum_staff_active,sum_staff_posnonprison,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent,state
3543,2021-06-14,,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3544,2021-06-14,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,1.0,662.0,85.0,663.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3545,2021-06-14,,MO,Western MO CC (WMCC Cameron),0.0,161.0,0.0,216.0,161.0,216.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3546,2021-06-14,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,5.0,376.0,141.0,381.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3547,2021-06-14,,MO,,,,,,,,,48.0,6.0,,13493,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3548,2021-06-15,,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,8501 No More Victims Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3549,2021-06-15,,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3550,2021-06-15,,MO,CCC Chillicothe,11.0,127.0,0.0,300.0,138.0,300.0,,,,,,,,,3151 Litton Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3551,2021-06-15,,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3552,2021-06-15,,MO,Eastern RDCC (ERDCC),0.0,194.0,5.0,593.0,194.0,598.0,,,,,,,,,2727 HIGHWAY K,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3553,2021-06-15,,MO,Farmington CC (FCC),1.0,221.0,0.0,538.0,222.0,923.0,,,,,,,,,12393 Highway O,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3554,2021-06-15,,MO,FRDC Fulton,0.0,105.0,6.0,917.0,105.0,923.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3555,2021-06-15,,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3556,2021-06-15,,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3557,2021-06-15,,MO,MCC Moberly,0.0,88.0,3.0,236.0,88.0,239.0,,,,,,,,,5201 South Morley,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3558,2021-06-15,,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3559,2021-06-15,,MO,Maryville TC (MTC),2.0,48.0,0.0,51.0,50.0,51.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3560,2021-06-15,,MO,NECC Bowling Green,0.0,134.0,0.0,109.0,134.0,109.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3561,2021-06-15,,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3562,2021-06-15,,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3563,2021-06-15,,MO,SCCC Licking),2.0,90.0,0.0,137.0,92.0,137.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3564,2021-06-15,,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3565,2021-06-15,,MO,TCC Tipton,0.0,70.0,0.0,172.0,70.0,172.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3566,2021-06-15,,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3567,2021-06-15,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,1.0,662.0,85.0,663.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3568,2021-06-15,,MO,Western MO CC (WMCC Cameron),0.0,161.0,0.0,216.0,161.0,216.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3569,2021-06-15,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,5.0,376.0,141.0,381.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3570,2021-06-15,,MO,,,,,,,,,48.0,6.0,,13493,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3571,2021-06-16,,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,8501 No More Victims Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3572,2021-06-16,,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3573,2021-06-16,,MO,CCC Chillicothe,11.0,127.0,0.0,300.0,138.0,300.0,,,,,,,,,3151 Litton Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3574,2021-06-16,,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3575,2021-06-16,,MO,Eastern RDCC (ERDCC),0.0,194.0,5.0,593.0,194.0,598.0,,,,,,,,,2727 HIGHWAY K,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3576,2021-06-16,,MO,Farmington CC (FCC),1.0,221.0,0.0,538.0,222.0,923.0,,,,,,,,,12393 Highway O,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3577,2021-06-16,,MO,FRDC Fulton,0.0,105.0,6.0,917.0,105.0,923.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3578,2021-06-16,,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3579,2021-06-16,,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3580,2021-06-16,,MO,MCC Moberly,0.0,88.0,3.0,236.0,88.0,239.0,,,,,,,,,5201 South Morley,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3581,2021-06-16,,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3582,2021-06-16,,MO,Maryville TC (MTC),2.0,48.0,0.0,51.0,50.0,51.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3583,2021-06-16,,MO,NECC Bowling Green,0.0,134.0,0.0,109.0,134.0,109.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3584,2021-06-16,,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3585,2021-06-16,,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3586,2021-06-16,,MO,SCCC Licking),2.0,90.0,0.0,137.0,92.0,137.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3587,2021-06-16,,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3588,2021-06-16,,MO,TCC Tipton,0.0,70.0,0.0,172.0,70.0,172.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3589,2021-06-16,,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3590,2021-06-16,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,1.0,662.0,85.0,663.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3591,2021-06-16,,MO,Western MO CC (WMCC Cameron),0.0,161.0,0.0,216.0,161.0,216.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3592,2021-06-16,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,5.0,376.0,141.0,381.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3593,2021-06-16,,MO,,,,,,,,,48.0,6.0,,13493,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3594,2021-06-17,,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,8501 No More Victims Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3595,2021-06-17,,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3596,2021-06-17,,MO,CCC Chillicothe,11.0,127.0,0.0,300.0,138.0,300.0,,,,,,,,,3151 Litton Road,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3597,2021-06-17,,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3598,2021-06-17,,MO,Eastern RDCC (ERDCC),0.0,194.0,5.0,593.0,194.0,598.0,,,,,,,,,2727 HIGHWAY K,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3599,2021-06-17,,MO,Farmington CC (FCC),1.0,221.0,0.0,538.0,222.0,923.0,,,,,,,,,12393 Highway O,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3600,2021-06-17,,MO,FRDC Fulton,0.0,105.0,6.0,917.0,105.0,923.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3601,2021-06-17,,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3602,2021-06-17,,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3603,2021-06-17,,MO,MCC Moberly,0.0,88.0,3.0,236.0,88.0,239.0,,,,,,,,,5201 South Morley,,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3604,2021-06-17,,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3605,2021-06-17,,MO,Maryville TC (MTC),2.0,48.0,0.0,51.0,50.0,51.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3606,2021-06-17,,MO,NECC Bowling Green,0.0,134.0,0.0,109.0,134.0,109.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3607,2021-06-17,,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3608,2021-06-17,,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3609,2021-06-17,,MO,SCCC Licking),2.0,90.0,0.0,137.0,92.0,137.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3610,2021-06-17,,MO,Southeast CC (SECC Charleston),0.0,127.0,0.0,272.0,127.0,272.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3611,2021-06-17,,MO,TCC Tipton,0.0,70.0,0.0,172.0,70.0,172.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3612,2021-06-17,,MO,TCSTL St. Louis,0.0,44.0,0.0,8.0,44.0,8.0,,,,,,,,,"1621 N. 1st Street St. Louis, MO 63102",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3613,2021-06-17,,MO,Women's Eastern RDCC (WERDCC Vandalia),0.0,85.0,1.0,662.0,85.0,663.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3614,2021-06-17,,MO,Western MO CC (WMCC Cameron),0.0,161.0,0.0,216.0,161.0,216.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3615,2021-06-17,,MO,Western RDCC (WRDCC St. Joseph),0.0,141.0,5.0,376.0,141.0,381.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3616,2021-06-17,,MO,,,,,,,,,48.0,6.0,,13493,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3617,2021-06-18,,MO,ACC Jefferson City,1.0,65.0,0.0,145.0,66.0,145.0,,,,,,,,,8501 No More Victims Road,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3618,2021-06-18,,MO,BCC Boonville,0.0,93.0,0.0,161.0,93.0,161.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3619,2021-06-18,,MO,CCC Chillicothe,9.0,134.0,4.0,300.0,143.0,304.0,,,,,,,,,3151 Litton Road,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3620,2021-06-18,,MO,CTCC Fulton,0.0,14.0,0.0,27.0,14.0,27.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3621,2021-06-18,,MO,Eastern RDCC (ERDCC),1.0,194.0,3.0,596.0,195.0,599.0,,,,,,,,,2727 HIGHWAY K,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3622,2021-06-18,,MO,Farmington CC (FCC),1.0,222.0,0.0,538.0,223.0,923.0,,,,,,,,,12393 Highway O,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3623,2021-06-18,,MO,FRDC Fulton,0.0,105.0,5.0,918.0,105.0,923.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3624,2021-06-18,,MO,JCCC Jefferson City,0.0,144.0,0.0,357.0,144.0,357.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3625,2021-06-18,,MO,Kansas City Reentry Center (KCRC),0.0,21.0,0.0,28.0,21.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3626,2021-06-18,,MO,MCC Moberly,0.0,90.0,1.0,236.0,90.0,237.0,,,,,,,,,5201 South Morley,,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3627,2021-06-18,,MO,Missouri Eastern CC (MECC Pacific),2.0,110.0,0.0,197.0,112.0,197.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3628,2021-06-18,,MO,Maryville TC (MTC),0.0,48.0,0.0,51.0,48.0,51.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3629,2021-06-18,,MO,NECC Bowling Green,1.0,134.0,0.0,109.0,135.0,109.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3630,2021-06-18,,MO,Ozark CC (OCC Fordland),0.0,52.0,0.0,160.0,52.0,160.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3631,2021-06-18,,MO,PCC Potosi,0.0,131.0,0.0,145.0,131.0,145.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
3632,2021-06-18,,MO,SCCC Licking),0.0,92.0,0.0,137.0,92.0,137.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,6218.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
