Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_testeddaily,fac_inc_positivedaily,fac_staff_testeddaily,fac_staff_positivedaily,fac_staff_positivecodaily,fac_staff_positiveotherdaily,fac_inc_active,fac_inc_deathsdaily,fac_staff_deaths,sum_inc_partiallyvaccinatedweekly,sum_inc_fullyvaccinatedweekly,sum_staff_partiallyvaccinatedweekly,sum_staff_fullyvaccinatedweekly,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_tested,fac_staff_positive,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_partiallyvaccitedweekly,sum_inc_fullyvaccitedweekly,sum_inc_partiallyvaccited,sum_inc_fullyvaccited,sum_staff_positive,sum_staff_tested,sum_staff_fullyvaccitedweekly,sum_staff_partiallyvaccited,sum_staff_fullyvaccited,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,bjs_fac_notes2,state
...2250,2021-05-19,2021-05-11,MA,LSH,20,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2251,2021-05-19,2021-05-11,MA,SBCC,524,12,0,0,4,4,0,0,0,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2252,2021-05-19,2021-05-12,MA,,,,,,,,,,,,127.0,136.0,11.0,34.0,,,,,,5161.0,4702.0,3016.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2253,2021-05-20,2021-05-18,MA,MASAC,118,30,0,0,0,0,0,0,0,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2254,2021-05-20,2021-05-18,MA,Boston Pre,79,2,2,0,0,0,0,0,0,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2255,2021-05-20,2021-05-18,MA,MCI-Norfolk,1158,357,2,0,0,0,0,3,0,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2256,2021-05-20,2021-05-18,MA,NCCI-Gardn,743,11,0,0,0,0,0,0,0,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2257,2021-05-20,2021-05-18,MA,BSH,228,21,0,0,0,0,0,0,0,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2258,2021-05-20,2021-05-18,MA,OCCC,617,3,0,0,0,0,0,0,0,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,1 Administration Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2259,2021-05-20,2021-05-18,MA,MCI-CJ,413,15,0,0,0,0,0,0,0,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2260,2021-05-20,2021-05-18,MA,MCI-C,512,1,0,12,0,0,1,0,0,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2261,2021-05-20,2021-05-18,MA,NECC,206,1,0,0,,,,,0,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2262,2021-05-20,2021-05-18,MA,Pondville,135,0,0,0,0,0,0,0,0,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2263,2021-05-20,2021-05-18,MA,MCI-F,159,2,0,115,1,1,1,0,0,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2264,2021-05-20,2021-05-18,MA,MCI-Shirley,836,3,0,156,0,0,0,0,0,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2265,2021-05-20,2021-05-18,MA,MTC,563,1,0,0,0,0,0,0,0,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2266,2021-05-20,2021-05-18,MA,SMCC,NR,NR,,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2267,2021-05-20,2021-05-18,MA,LSH,23,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2268,2021-05-20,2021-05-18,MA,SBCC,529,1,0,0,0,0,0,0,0,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2269,2021-05-20,2021-05-19,MA,,,,,,,,,,,,51.0,110.0,14.0,26.0,,,,,,5161.0,4702.0,3016.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2270,2021-05-21,2021-05-18,MA,MASAC,118,30,0,0,0,0,0,0,0,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2271,2021-05-21,2021-05-18,MA,Boston Pre,79,2,2,0,0,0,0,0,0,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2272,2021-05-21,2021-05-18,MA,MCI-Norfolk,1158,357,2,0,0,0,0,3,0,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2273,2021-05-21,2021-05-18,MA,NCCI-Gardn,743,11,0,0,0,0,0,0,0,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2274,2021-05-21,2021-05-18,MA,BSH,228,21,0,0,0,0,0,0,0,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2275,2021-05-21,2021-05-18,MA,OCCC,617,3,0,0,0,0,0,0,0,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,1 Administration Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2276,2021-05-21,2021-05-18,MA,MCI-CJ,413,15,0,0,0,0,0,0,0,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2277,2021-05-21,2021-05-18,MA,MCI-C,512,1,0,12,0,0,0,0,0,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2278,2021-05-21,2021-05-18,MA,NECC,206,1,0,0,0,0,1,0,0,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2279,2021-05-21,2021-05-18,MA,Pondville,135,0,0,0,0,0,0,0,0,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2280,2021-05-21,2021-05-18,MA,MCI-F,159,2,0,115,1,1,1,0,0,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2281,2021-05-21,2021-05-18,MA,MCI-Shirley,836,3,0,156,0,0,0,0,0,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2282,2021-05-21,2021-05-18,MA,MTC,563,1,0,0,0,0,0,0,0,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2283,2021-05-21,2021-05-18,MA,SMCC,NR,NR,,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2284,2021-05-21,2021-05-18,MA,LSH,23,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2285,2021-05-21,2021-05-18,MA,SBCC,529,1,0,0,0,0,0,0,0,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2286,2021-05-21,2021-05-19,MA,,,,,,,,,,,,51.0,110.0,14.0,26.0,,,,,,5161.0,4702.0,3016.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2287,2021-05-24,2021-05-18,MA,MASAC,118,30,0,0,0,0,0,0,0,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2288,2021-05-24,2021-05-18,MA,Boston Pre,79,2,2,0,0,0,0,0,0,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2289,2021-05-24,2021-05-18,MA,MCI-Norfolk,1158,357,2,0,0,0,0,3,0,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2290,2021-05-24,2021-05-18,MA,NCCI-Gardn,743,11,0,0,0,0,0,0,0,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2291,2021-05-24,2021-05-18,MA,BSH,228,21,0,0,0,0,0,0,0,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2292,2021-05-24,2021-05-18,MA,OCCC,617,3,0,0,0,0,0,0,0,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,1 Administration Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2293,2021-05-24,2021-05-18,MA,MCI-CJ,413,15,0,0,0,0,0,0,0,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2294,2021-05-24,2021-05-18,MA,MCI-C,512,1,0,12,0,0,0,0,0,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2295,2021-05-24,2021-05-18,MA,NECC,206,1,0,0,0,0,1,0,0,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2296,2021-05-24,2021-05-18,MA,Pondville,135,0,0,0,0,0,0,0,0,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2297,2021-05-24,2021-05-18,MA,MCI-F,159,2,0,115,1,1,1,0,0,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2298,2021-05-24,2021-05-18,MA,MCI-Shirley,836,3,0,156,0,0,0,0,0,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2299,2021-05-24,2021-05-18,MA,MTC,563,1,0,0,0,0,0,0,0,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2300,2021-05-24,2021-05-18,MA,SMCC,NR,NR,,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2301,2021-05-24,2021-05-18,MA,LSH,23,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2302,2021-05-24,2021-05-18,MA,SBCC,529,1,0,0,0,0,0,0,0,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2303,2021-05-24,2021-05-19,MA,,,,,,,,,,,,51.0,110.0,14.0,26.0,,,,,,5161.0,4702.0,3016.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2304,2021-05-25,2021-05-18,MA,MASAC,118,30,0,0,0,0,0,0,0,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2305,2021-05-25,2021-05-18,MA,Boston Pre,79,2,2,0,0,0,0,0,0,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2306,2021-05-25,2021-05-18,MA,MCI-Norfolk,1158,357,2,0,0,0,0,3,0,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2307,2021-05-25,2021-05-18,MA,NCCI-Gardn,743,11,0,0,0,0,0,0,0,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2308,2021-05-25,2021-05-18,MA,BSH,228,21,0,0,0,0,0,0,0,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2309,2021-05-25,2021-05-18,MA,OCCC,617,3,0,0,0,0,0,0,0,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,1 Administration Rd,2324.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2310,2021-05-25,2021-05-18,MA,MCI-CJ,413,15,0,0,0,0,0,0,0,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2311,2021-05-25,2021-05-18,MA,MCI-C,512,1,0,12,0,0,0,0,0,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2312,2021-05-25,2021-05-18,MA,NECC,206,1,0,0,0,0,1,0,0,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2313,2021-05-25,2021-05-18,MA,Pondville,135,0,0,0,0,0,0,0,0,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2314,2021-05-25,2021-05-18,MA,MCI-F,159,2,0,115,1,1,1,0,0,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2315,2021-05-25,2021-05-18,MA,MCI-Shirley,836,3,0,156,0,0,0,0,0,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2316,2021-05-25,2021-05-18,MA,MTC,563,1,0,0,0,0,0,0,0,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2317,2021-05-25,2021-05-18,MA,SMCC,NR,NR,,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2318,2021-05-25,2021-05-18,MA,LSH,23,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2319,2021-05-25,2021-05-18,MA,SBCC,529,1,0,0,0,0,0,0,0,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2320,2021-05-25,2021-05-19,MA,,,,,,,,,,,,51.0,110.0,14.0,26.0,,,,,,5161.0,4702.0,3016.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...2321,2021-05-26,2021-05-18,MA,MASAC,118,30,0,0,0,0,0,0,0,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
