Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_inc_deathsconfirmed,fac_inc_deathspending,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_population,sum_staff_positive,sum_staff_recovered,sum_staff_deaths,sum_inc_ppositive,sum_inc_vaccinations,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,state
1866,2021-04-12,4/9/2021,AZ,Florence,3184.0,439.0,13.0,12.0,1.0,2745.0,0.0,426.0,2703.0,,,,,,,,,1305 EAST BUTTE AVENUE,,12254.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1867,2021-04-12,4/9/2021,AZ,Winslow,1287.0,245.0,0.0,0.0,0.0,1042.0,0.0,244.0,1100.0,,,,,,,,,2100 SOUTH HWY 87,,12254.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1868,2021-04-12,4/9/2021,AZ,Tucson,5657.0,2240.0,13.0,12.0,1.0,3417.0,0.0,2223.0,4609.0,,,,,,,,,10000 SOUTH WILMOT,,12254.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1869,2021-04-12,4/9/2021,AZ,Marana,351.0,22.0,0.0,0.0,0.0,329.0,0.0,22.0,351.0,,,,,,,,,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,12254.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1870,2021-04-12,4/9/2021,AZ,,,,,,,,,,,2742.0,2732.0,NR,0.334,,,,,,,12254.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1871,2021-04-13,4/12/2021,AZ,Safford,1628.0,846.0,0.0,0.0,0.0,782.0,0.0,846.0,1177.0,,,,,,,,,896 SOUTH COOK ROAD,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1872,2021-04-13,4/12/2021,AZ,CACF,1198.0,69.0,3.0,3.0,0.0,1129.0,0.0,66.0,1272.0,,,,,,,,,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1873,2021-04-13,4/12/2021,AZ,Douglas,2168.0,1163.0,0.0,0.0,0.0,1005.0,0.0,1163.0,1831.0,,,,,,,,,6911 NORTH BDI BOULEVARD,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1874,2021-04-13,4/12/2021,AZ,Eyman,5504.0,2026.0,10.0,5.0,5.0,3478.0,0.0,2009.0,5275.0,,,,,,,,,4374 EAST BUTTE AVENUE,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1875,2021-04-13,4/12/2021,AZ,Yuma,4771.0,2012.0,6.0,5.0,1.0,2759.0,0.0,2003.0,4220.0,,,,,,,,,7125 EAST JUAN SANCHEZ BLVD,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1876,2021-04-13,4/12/2021,AZ,Phoenix West,371.0,44.0,1.0,1.0,0.0,327.0,0.0,43.0,463.0,,,,,,,,,"3402 WEST COCOPAH, PHOENIX, AZ 85009",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1877,2021-04-13,4/12/2021,AZ,Red Rock,1668.0,119.0,0.0,0.0,0.0,1549.0,0.0,119.0,1934.0,,,,,,,,,"1750 East Arica Road, Eloy, AZ 85131",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1878,2021-04-13,4/12/2021,AZ,Phoenix,5493.0,652.0,0.0,0.0,0.0,4841.0,0.0,652.0,524.0,,,,,,,,,2500 E. VAN BUREN STREET,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1879,2021-04-13,4/12/2021,AZ,Perryville,4848.0,379.0,0.0,0.0,0.0,4469.0,0.0,335.0,3493.0,,,,,,,,,2014 N. CITRUS ROAD,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1880,2021-04-13,4/12/2021,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"24601 N 29th Avenue Phoenix, AZ 85027",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1881,2021-04-13,4/12/2021,AZ,Lewis,4449.0,1303.0,2.0,2.0,0.0,3146.0,0.0,1301.0,4605.0,,,,,,,,,26700 SOUTH HIGHWAY 85,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1882,2021-04-13,4/12/2021,AZ,Kingman,2677.0,653.0,5.0,3.0,2.0,2024.0,0.0,648.0,2492.0,,,,,,,,,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1883,2021-04-13,4/12/2021,AZ,Florence West,494.0,45.0,0.0,0.0,0.0,449.0,0.0,45.0,584.0,,,,,,,,,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1884,2021-04-13,4/12/2021,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1000 FAIRGROUNDS ROAD,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1885,2021-04-13,4/12/2021,AZ,Florence,3270.0,439.0,13.0,12.0,1.0,2831.0,0.0,426.0,2709.0,,,,,,,,,1305 EAST BUTTE AVENUE,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1886,2021-04-13,4/12/2021,AZ,Winslow,1300.0,246.0,0.0,0.0,0.0,1054.0,0.0,244.0,1096.0,,,,,,,,,2100 SOUTH HWY 87,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1887,2021-04-13,4/12/2021,AZ,Tucson,5937.0,2241.0,13.0,12.0,1.0,3696.0,0.0,2223.0,4605.0,,,,,,,,,10000 SOUTH WILMOT,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1888,2021-04-13,4/12/2021,AZ,Marana,351.0,22.0,0.0,0.0,0.0,329.0,0.0,22.0,350.0,,,,,,,,,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1889,2021-04-13,4/12/2021,AZ,,,,,,,,,,,2744.0,2732.0,NR,0.3347,,,,,,,12259.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1890,2021-04-14,4/13/2021,AZ,Safford,1626.0,846.0,0.0,0.0,0.0,780.0,0.0,846.0,1170.0,,,,,,,,,896 SOUTH COOK ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1891,2021-04-14,4/13/2021,AZ,CACF,1198.0,69.0,3.0,3.0,0.0,1129.0,0.0,66.0,1274.0,,,,,,,,,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1892,2021-04-14,4/13/2021,AZ,Douglas,2169.0,1163.0,0.0,0.0,0.0,1006.0,0.0,1163.0,1824.0,,,,,,,,,6911 NORTH BDI BOULEVARD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1893,2021-04-14,4/13/2021,AZ,Eyman,5503.0,2026.0,10.0,5.0,5.0,3477.0,0.0,2010.0,5263.0,,,,,,,,,4374 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1894,2021-04-14,4/13/2021,AZ,Yuma,4768.0,2014.0,6.0,5.0,1.0,2754.0,0.0,2003.0,4215.0,,,,,,,,,7125 EAST JUAN SANCHEZ BLVD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1895,2021-04-14,4/13/2021,AZ,Phoenix West,371.0,44.0,1.0,1.0,0.0,327.0,0.0,43.0,464.0,,,,,,,,,"3402 WEST COCOPAH, PHOENIX, AZ 85009",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1896,2021-04-14,4/13/2021,AZ,Red Rock,1667.0,119.0,0.0,0.0,0.0,1548.0,0.0,119.0,1938.0,,,,,,,,,"1750 East Arica Road, Eloy, AZ 85131",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1897,2021-04-14,4/13/2021,AZ,Phoenix,5493.0,652.0,0.0,0.0,0.0,4841.0,0.0,652.0,498.0,,,,,,,,,2500 E. VAN BUREN STREET,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1898,2021-04-14,4/13/2021,AZ,Perryville,4856.0,379.0,0.0,0.0,0.0,4477.0,0.0,335.0,3487.0,,,,,,,,,2014 N. CITRUS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1899,2021-04-14,4/13/2021,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"24601 N 29th Avenue Phoenix, AZ 85027",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1900,2021-04-14,4/13/2021,AZ,Lewis,4454.0,1303.0,2.0,2.0,0.0,3151.0,0.0,1301.0,4597.0,,,,,,,,,26700 SOUTH HIGHWAY 85,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1901,2021-04-14,4/13/2021,AZ,Kingman,2675.0,653.0,5.0,3.0,2.0,2022.0,0.0,648.0,2488.0,,,,,,,,,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1902,2021-04-14,4/13/2021,AZ,Florence West,494.0,45.0,0.0,0.0,0.0,449.0,0.0,45.0,581.0,,,,,,,,,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1903,2021-04-14,4/13/2021,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1000 FAIRGROUNDS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1904,2021-04-14,4/13/2021,AZ,Florence,3272.0,441.0,13.0,12.0,1.0,2831.0,0.0,427.0,2707.0,,,,,,,,,1305 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1905,2021-04-14,4/13/2021,AZ,Winslow,1302.0,246.0,0.0,0.0,0.0,1056.0,0.0,244.0,1096.0,,,,,,,,,2100 SOUTH HWY 87,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1906,2021-04-14,4/13/2021,AZ,Tucson,5941.0,2241.0,13.0,12.0,1.0,3700.0,0.0,2223.0,4612.0,,,,,,,,,10000 SOUTH WILMOT,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1907,2021-04-14,4/13/2021,AZ,Marana,351.0,22.0,0.0,0.0,0.0,329.0,0.0,22.0,345.0,,,,,,,,,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1908,2021-04-14,4/13/2021,AZ,,,,,,,,,,,2745.0,2732.0,NR,0.3353999999999999,,,,,,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1909,2021-04-15,4/14/2021,AZ,Safford,1626.0,846.0,0.0,0.0,0.0,780.0,0.0,846.0,1167.0,,,,,,,,,896 SOUTH COOK ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1910,2021-04-15,4/14/2021,AZ,CACF,1198.0,69.0,3.0,3.0,0.0,1129.0,0.0,66.0,1274.0,,,,,,,,,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1911,2021-04-15,4/14/2021,AZ,Douglas,2169.0,1163.0,0.0,0.0,0.0,1006.0,0.0,1163.0,1823.0,,,,,,,,,6911 NORTH BDI BOULEVARD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1912,2021-04-15,4/14/2021,AZ,Eyman,5503.0,2026.0,10.0,5.0,5.0,3477.0,0.0,2010.0,5256.0,,,,,,,,,4374 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1913,2021-04-15,4/14/2021,AZ,Yuma,4768.0,2014.0,6.0,5.0,1.0,2754.0,0.0,2003.0,4210.0,,,,,,,,,7125 EAST JUAN SANCHEZ BLVD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1914,2021-04-15,4/14/2021,AZ,Phoenix West,371.0,44.0,1.0,1.0,0.0,327.0,0.0,43.0,465.0,,,,,,,,,"3402 WEST COCOPAH, PHOENIX, AZ 85009",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1915,2021-04-15,4/14/2021,AZ,Red Rock,1667.0,119.0,0.0,0.0,0.0,1548.0,0.0,119.0,1955.0,,,,,,,,,"1750 East Arica Road, Eloy, AZ 85131",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1916,2021-04-15,4/14/2021,AZ,Phoenix,5493.0,652.0,0.0,0.0,0.0,4841.0,0.0,652.0,529.0,,,,,,,,,2500 E. VAN BUREN STREET,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1917,2021-04-15,4/14/2021,AZ,Perryville,4856.0,379.0,0.0,0.0,0.0,4477.0,0.0,335.0,3501.0,,,,,,,,,2014 N. CITRUS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1918,2021-04-15,4/14/2021,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"24601 N 29th Avenue Phoenix, AZ 85027",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1919,2021-04-15,4/14/2021,AZ,Lewis,4454.0,1303.0,2.0,2.0,0.0,3151.0,0.0,1301.0,4586.0,,,,,,,,,26700 SOUTH HIGHWAY 85,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1920,2021-04-15,4/14/2021,AZ,Kingman,2675.0,653.0,5.0,3.0,2.0,2022.0,0.0,648.0,2498.0,,,,,,,,,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1921,2021-04-15,4/14/2021,AZ,Florence West,494.0,45.0,0.0,0.0,0.0,449.0,0.0,45.0,580.0,,,,,,,,,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1922,2021-04-15,4/14/2021,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1000 FAIRGROUNDS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1923,2021-04-15,4/14/2021,AZ,Florence,3272.0,441.0,13.0,12.0,1.0,2831.0,0.0,427.0,2705.0,,,,,,,,,1305 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1924,2021-04-15,4/14/2021,AZ,Winslow,1302.0,246.0,0.0,0.0,0.0,1056.0,0.0,244.0,1101.0,,,,,,,,,2100 SOUTH HWY 87,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1925,2021-04-15,4/14/2021,AZ,Tucson,5941.0,2241.0,13.0,12.0,1.0,3700.0,0.0,2223.0,4613.0,,,,,,,,,10000 SOUTH WILMOT,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1926,2021-04-15,4/14/2021,AZ,Marana,351.0,22.0,0.0,0.0,0.0,329.0,0.0,22.0,344.0,,,,,,,,,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1927,2021-04-15,4/14/2021,AZ,,,,,,,,,,,2745.0,2732.0,NR,0.335,,,,,,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1928,2021-04-16,4/15/2021,AZ,Safford,1624.0,846.0,0.0,0.0,0.0,778.0,0.0,846.0,1162.0,,,,,,,,,896 SOUTH COOK ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1929,2021-04-16,4/15/2021,AZ,CACF,1198.0,69.0,3.0,3.0,0.0,1129.0,0.0,66.0,1278.0,,,,,,,,,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1930,2021-04-16,4/15/2021,AZ,Douglas,2166.0,1163.0,0.0,0.0,0.0,1003.0,0.0,1163.0,1820.0,,,,,,,,,6911 NORTH BDI BOULEVARD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1931,2021-04-16,4/15/2021,AZ,Eyman,5498.0,2026.0,10.0,5.0,5.0,3472.0,0.0,2010.0,5224.0,,,,,,,,,4374 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1932,2021-04-16,4/15/2021,AZ,Yuma,4769.0,2014.0,6.0,5.0,1.0,2755.0,0.0,2003.0,4204.0,,,,,,,,,7125 EAST JUAN SANCHEZ BLVD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1933,2021-04-16,4/15/2021,AZ,Phoenix West,371.0,44.0,1.0,1.0,0.0,327.0,0.0,43.0,462.0,,,,,,,,,"3402 WEST COCOPAH, PHOENIX, AZ 85009",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1934,2021-04-16,4/15/2021,AZ,Red Rock,1662.0,119.0,0.0,0.0,0.0,1543.0,0.0,119.0,1963.0,,,,,,,,,"1750 East Arica Road, Eloy, AZ 85131",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1935,2021-04-16,4/15/2021,AZ,Phoenix,5656.0,652.0,0.0,0.0,0.0,5004.0,0.0,652.0,481.0,,,,,,,,,2500 E. VAN BUREN STREET,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1936,2021-04-16,4/15/2021,AZ,Perryville,4856.0,379.0,1.0,0.0,1.0,4477.0,0.0,335.0,3498.0,,,,,,,,,2014 N. CITRUS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1937,2021-04-16,4/15/2021,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"24601 N 29th Avenue Phoenix, AZ 85027",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1938,2021-04-16,4/15/2021,AZ,Lewis,4455.0,1303.0,2.0,2.0,0.0,3152.0,0.0,1301.0,4575.0,,,,,,,,,26700 SOUTH HIGHWAY 85,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1939,2021-04-16,4/15/2021,AZ,Kingman,2668.0,653.0,5.0,3.0,2.0,2015.0,0.0,648.0,2532.0,,,,,,,,,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1940,2021-04-16,4/15/2021,AZ,Florence West,494.0,45.0,0.0,0.0,0.0,449.0,0.0,45.0,579.0,,,,,,,,,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1941,2021-04-16,4/15/2021,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1000 FAIRGROUNDS ROAD,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1942,2021-04-16,4/15/2021,AZ,Florence,3268.0,441.0,13.0,12.0,1.0,2827.0,0.0,427.0,2712.0,,,,,,,,,1305 EAST BUTTE AVENUE,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1943,2021-04-16,4/15/2021,AZ,Winslow,1305.0,246.0,0.0,0.0,0.0,1059.0,0.0,244.0,1110.0,,,,,,,,,2100 SOUTH HWY 87,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1944,2021-04-16,4/15/2021,AZ,Tucson,5947.0,2241.0,13.0,12.0,1.0,3706.0,0.0,2223.0,4627.0,,,,,,,,,10000 SOUTH WILMOT,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1945,2021-04-16,4/15/2021,AZ,Marana,351.0,22.0,0.0,0.0,0.0,329.0,0.0,22.0,344.0,,,,,,,,,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1946,2021-04-16,4/15/2021,AZ,,,,,,,,,,,2745.0,2732.0,NR,0.3352999999999999,,,,,,,12263.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
1947,2021-04-17,4/16/2021,AZ,Safford,1624.0,846.0,0.0,0.0,0.0,778.0,0.0,846.0,1160.0,,,,,,,,,896 SOUTH COOK ROAD,,12266.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
