Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_positive,fac_staff_active,fac_staff_negative,fac_staff_pending,fac_staff_deaths,fac_staff_recovered,fac_inc_positive,fac_inc_negative,fac_inc_pending,fac_inc_deaths,fac_inc_recovered,fac_inc_tested,fac_staff_tested,fac_inc_active,fac_inc_asymptomatic,fac_inc_population,sum_inc_vaccinated_dose1,sum_inc_vaccinated_dose2,sum_staff_vaccinated_dose1,sum_staff_vaccinated_dose2,sum_inc_positiveamin,sum_inc_positiveasian,sum_inc_positiveblack,sum_inc_positivehispanic,sum_inc_positiveother,sum_inc_positivewhite,sum_inc_positive18,sum_inc_positive18_1,sum_inc_positive2534,sum_inc_positive3544,sum_inc_positive4554,sum_inc_positive5564,sum_inc_positive65,sum_inc_deathsasian,sum_inc_deathsblack,sum_inc_deathshispanic,sum_inc_deathswhite,x42,facility_bjs,fac_state,fac_inc_released,fac_inc_symptomatic,fac_inc_transferred,fac_inc_hospital,fac_inc_surveillance,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,sum_inc_positive18...31,sum_inc_positive18...32,...42,state
3325,2021-05-15,NR,PA,Coal Township,,3,,NR,0,NR,,,NR,3,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 KELLY DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3326,2021-05-15,NR,PA,Dallas,,3,,NR,0,NR,,,NR,11,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 FOLLIES ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3327,2021-05-15,NR,PA,Fayette,,5,,NR,1,NR,,,NR,4,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 OVERLOOK DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3328,2021-05-15,NR,PA,Forest,,3,,NR,0,NR,,,NR,6,NR,,NR,0,2,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286 WOODLAND DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3329,2021-05-15,NR,PA,Frackville,,4,,NR,0,NR,,,NR,1,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111 ALTAMONT BLVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3330,2021-05-15,NR,PA,Greene,,1,,NR,0,NR,,,NR,1,NR,,NR,3,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165 PLANK ROAD, COXSACKIE, NY 12051",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3331,2021-05-15,NR,PA,Houtzdale,,1,,NR,1,NR,,,NR,3,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209 INSTITUTION DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3332,2021-05-15,NR,PA,Huntingdon,,5,,NR,0,NR,,,NR,8,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3333,2021-05-15,NR,PA,Laurel Highlands,,2,,NR,0,NR,,,NR,15,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5706 GLADES PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3334,2021-05-15,NR,PA,Mahanoy,,3,,NR,0,NR,,,NR,6,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 MOREA ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3335,2021-05-15,NR,PA,Mercer,,0,,NR,0,NR,,,NR,6,NR,,NR,1,2,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801 BUTLER PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3336,2021-05-15,NR,PA,Muncy,,2,,NR,0,NR,,,NR,1,NR,,NR,2,7,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOX 180 ROUTE 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3337,2021-05-15,NR,PA,Phoenix,,10,,NR,0,NR,,,NR,17,NR,,NR,3,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 E. VAN BUREN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3338,2021-05-15,NR,PA,Pine Grove,,2,,NR,0,NR,,,NR,1,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3339,2021-05-15,NR,PA,Quehanna Boot Camp,,1,,NR,0,NR,,,NR,0,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4395 Quehanna Highway Karthaus, PA 16845",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3340,2021-05-15,NR,PA,Retreat,,0,,NR,,NR,,,NR,,NR,,NR,NR,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660 STATE ROUTE 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3341,2021-05-15,NR,PA,Rockview,,1,,NR,0,NR,,,NR,2,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ROCKVIEW PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3342,2021-05-15,NR,PA,Smithfield,,2,,NR,1,NR,,,NR,5,NR,,NR,22,27,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3343,2021-05-15,NR,PA,Somerset,,2,,NR,0,NR,,,NR,4,NR,,NR,0,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590 WALTERS MILL ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3344,2021-05-15,NR,PA,Waymart,,1,,NR,0,NR,,,NR,16,NR,,NR,2,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O.BOX 256 ROUTE 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3345,2021-05-15,,,,,,,,,,,,,,,,,,,,185,25690,20,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3346,2021-05-16,NR,PA,Albion,,7,,NR,0,NR,,,NR,3,NR,,NR,3,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595 State School Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3347,2021-05-16,NR,PA,Benner Township,,1,,NR,0,NR,,,NR,8,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301 Institution Drive Bellefonte, PA 16823",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3348,2021-05-16,NR,PA,Cambridge Springs,,2,,NR,0,NR,,,NR,1,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451 FULLERTON AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3349,2021-05-16,NR,PA,Camp Hill,,7,,NR,1,NR,,,NR,4,NR,,NR,2,3,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 LISBURN ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3350,2021-05-16,NR,PA,Chester,,4,,NR,0,NR,,,NR,11,NR,,NR,2,3,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 E. 4TH STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3351,2021-05-16,NR,PA,Coal Township,,3,,NR,0,NR,,,NR,3,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 KELLY DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3352,2021-05-16,NR,PA,Dallas,,3,,NR,0,NR,,,NR,11,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 FOLLIES ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3353,2021-05-16,NR,PA,Fayette,,5,,NR,1,NR,,,NR,4,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 OVERLOOK DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3354,2021-05-16,NR,PA,Forest,,3,,NR,0,NR,,,NR,6,NR,,NR,0,2,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286 WOODLAND DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3355,2021-05-16,NR,PA,Frackville,,4,,NR,0,NR,,,NR,1,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111 ALTAMONT BLVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3356,2021-05-16,NR,PA,Greene,,1,,NR,0,NR,,,NR,1,NR,,NR,3,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165 PLANK ROAD, COXSACKIE, NY 12051",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3357,2021-05-16,NR,PA,Houtzdale,,1,,NR,1,NR,,,NR,3,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209 INSTITUTION DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3358,2021-05-16,NR,PA,Huntingdon,,5,,NR,0,NR,,,NR,8,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3359,2021-05-16,NR,PA,Laurel Highlands,,2,,NR,0,NR,,,NR,15,NR,,NR,1,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5706 GLADES PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3360,2021-05-16,NR,PA,Mahanoy,,3,,NR,0,NR,,,NR,6,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 MOREA ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3361,2021-05-16,NR,PA,Mercer,,0,,NR,0,NR,,,NR,6,NR,,NR,1,2,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801 BUTLER PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3362,2021-05-16,NR,PA,Muncy,,2,,NR,0,NR,,,NR,1,NR,,NR,2,7,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOX 180 ROUTE 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3363,2021-05-16,NR,PA,Phoenix,,10,,NR,0,NR,,,NR,17,NR,,NR,3,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 E. VAN BUREN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3364,2021-05-16,NR,PA,Pine Grove,,2,,NR,0,NR,,,NR,1,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3365,2021-05-16,NR,PA,Quehanna Boot Camp,,1,,NR,0,NR,,,NR,0,NR,,NR,1,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4395 Quehanna Highway Karthaus, PA 16845",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3366,2021-05-16,NR,PA,Retreat,,0,,NR,,NR,,,NR,,NR,,NR,NR,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660 STATE ROUTE 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3367,2021-05-16,NR,PA,Rockview,,1,,NR,0,NR,,,NR,2,NR,,NR,0,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ROCKVIEW PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3368,2021-05-16,NR,PA,Smithfield,,2,,NR,1,NR,,,NR,5,NR,,NR,22,27,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3369,2021-05-16,NR,PA,Somerset,,2,,NR,0,NR,,,NR,4,NR,,NR,0,1,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590 WALTERS MILL ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3370,2021-05-16,NR,PA,Waymart,,1,,NR,0,NR,,,NR,16,NR,,NR,2,0,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O.BOX 256 ROUTE 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3371,2021-05-16,,,,,,,,,,,,,,,,,,,,185,25690,20,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3372,2021-05-17,NR,PA,Albion,,7,,NR,0,NR,,,NR,3,NR,,NR,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595 State School Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3373,2021-05-17,NR,PA,Benner Township,,1,,NR,0,NR,,,NR,8,NR,,NR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301 Institution Drive Bellefonte, PA 16823",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3374,2021-05-17,NR,PA,Cambridge Springs,,2,,NR,0,NR,,,NR,1,NR,,NR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451 FULLERTON AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3375,2021-05-17,NR,PA,Camp Hill,,7,,NR,1,NR,,,NR,4,NR,,NR,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 LISBURN ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3376,2021-05-17,NR,PA,Chester,,4,,NR,0,NR,,,NR,11,NR,,NR,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 E. 4TH STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3377,2021-05-17,NR,PA,Coal Township,,2,,NR,0,NR,,,NR,3,NR,,NR,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 KELLY DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3378,2021-05-17,NR,PA,Dallas,,3,,NR,0,NR,,,NR,11,NR,,NR,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 FOLLIES ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3379,2021-05-17,NR,PA,Fayette,,5,,NR,1,NR,,,NR,4,NR,,NR,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 OVERLOOK DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3380,2021-05-17,NR,PA,Forest,,2,,NR,0,NR,,,NR,6,NR,,NR,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286 WOODLAND DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3381,2021-05-17,NR,PA,Frackville,,4,,NR,0,NR,,,NR,1,NR,,NR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111 ALTAMONT BLVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3382,2021-05-17,NR,PA,Greene,,1,,NR,0,NR,,,NR,1,NR,,NR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165 PLANK ROAD, COXSACKIE, NY 12051",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3383,2021-05-17,NR,PA,Houtzdale,,1,,NR,1,NR,,,NR,3,NR,,NR,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209 INSTITUTION DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3384,2021-05-17,NR,PA,Huntingdon,,4,,NR,0,NR,,,NR,8,NR,,NR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3385,2021-05-17,NR,PA,Laurel Highlands,,2,,NR,0,NR,,,NR,15,NR,,NR,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5706 GLADES PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3386,2021-05-17,NR,PA,Mahanoy,,3,,NR,0,NR,,,NR,6,NR,,NR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 MOREA ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3387,2021-05-17,NR,PA,Mercer,,0,,NR,0,NR,,,NR,6,NR,,NR,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801 BUTLER PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3388,2021-05-17,NR,PA,Muncy,,2,,NR,0,NR,,,NR,1,NR,,NR,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOX 180 ROUTE 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3389,2021-05-17,NR,PA,Phoenix,,10,,NR,0,NR,,,NR,17,NR,,NR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 E. VAN BUREN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3390,2021-05-17,NR,PA,Pine Grove,,2,,NR,0,NR,,,NR,1,NR,,NR,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3391,2021-05-17,NR,PA,Quehanna Boot Camp,,1,,NR,0,NR,,,NR,0,NR,,NR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4395 Quehanna Highway Karthaus, PA 16845",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3392,2021-05-17,NR,PA,Retreat,,0,,NR,,NR,,,NR,,NR,,NR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660 STATE ROUTE 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3393,2021-05-17,NR,PA,Rockview,,0,,NR,0,NR,,,NR,2,NR,,NR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ROCKVIEW PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3394,2021-05-17,NR,PA,Smithfield,,1,,NR,1,NR,,,NR,5,NR,,NR,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120 PIKE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3395,2021-05-17,NR,PA,Somerset,,2,,NR,0,NR,,,NR,4,NR,,NR,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590 WALTERS MILL ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3396,2021-05-17,NR,PA,Waymart,,1,,NR,0,NR,,,NR,16,NR,,NR,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O.BOX 256 ROUTE 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3397,2021-05-17,NR,PA,,,,,,,,,,,,,,,,,,194,26399,20,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3398,2021-05-18,NR,PA,Albion,,8,,NR,0,NR,,,NR,3,NR,,NR,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595 State School Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3399,2021-05-18,NR,PA,Benner Township,,1,,NR,0,NR,,,NR,8,NR,,NR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301 Institution Drive Bellefonte, PA 16823",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3400,2021-05-18,NR,PA,Cambridge Springs,,7,,NR,0,NR,,,NR,1,NR,,NR,NR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451 FULLERTON AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3401,2021-05-18,NR,PA,Camp Hill,,4,,NR,1,NR,,,NR,4,NR,,NR,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 LISBURN ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3402,2021-05-18,NR,PA,Chester,,4,,NR,0,NR,,,NR,12,NR,,NR,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 E. 4TH STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
3403,2021-05-18,NR,PA,Coal Township,,2,,NR,0,NR,,,NR,3,NR,,NR,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 KELLY DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
