Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_asymptomatic,fac_inc_symptomatic,fac_inc_deaths,fac_staff_positivecorrectional,fac_staff_positivecontract,sum_inc_tested,sum_inc_recovered,sum_inc_positive,sum_staff_recovered,sum_staff_positive,sum_staff_deaths,sum_inc_vaccinations_dose1,sum_inc_vaccinations_dose2,sum_staff_vaccinations_dose1,sum_staff_vaccinations_dose2,facility_bjs,fac_state,fac_inc_positive,fac_staff_positive,fac_inc_recovered,fac_inc_active,fac_inc_activeasymptomatic,fac_inc_activesymptomatic,fac_staff_recovered,fac_staff_active,fac_address,fac_zip,sum_inc_deaths,sum_inc_vaccinated,sum_staff_vaccinated,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_pvaccinated_dose1,sum_inc_vaccinations_booster,state
1084,2021-05-05,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1085,2021-05-05,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1086,2021-05-05,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1087,2021-05-05,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1088,2021-05-05,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1089,2021-05-06,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1090,2021-05-06,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1091,2021-05-06,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1092,2021-05-06,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1093,2021-05-06,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1094,2021-05-06,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1095,2021-05-06,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1096,2021-05-06,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1097,2021-05-06,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1098,2021-05-07,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1099,2021-05-07,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1100,2021-05-07,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1101,2021-05-07,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1102,2021-05-07,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1103,2021-05-07,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1104,2021-05-07,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1105,2021-05-07,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1106,2021-05-07,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1107,2021-05-08,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1108,2021-05-08,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1109,2021-05-08,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1110,2021-05-08,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1111,2021-05-08,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1112,2021-05-08,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1113,2021-05-08,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1114,2021-05-08,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1115,2021-05-08,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1116,2021-05-09,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1117,2021-05-09,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1118,2021-05-09,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1119,2021-05-09,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1120,2021-05-09,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1121,2021-05-09,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1122,2021-05-09,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1123,2021-05-09,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1124,2021-05-09,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1125,2021-05-10,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1126,2021-05-10,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1127,2021-05-10,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1128,2021-05-10,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1129,2021-05-10,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1130,2021-05-10,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1131,2021-05-10,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1132,2021-05-10,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1133,2021-05-10,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1134,2021-05-11,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1135,2021-05-11,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1136,2021-05-11,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1137,2021-05-11,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1138,2021-05-11,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1139,2021-05-11,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1140,2021-05-11,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1141,2021-05-11,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1142,2021-05-11,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1143,2021-05-12,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1144,2021-05-12,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1145,2021-05-12,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1146,2021-05-12,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1147,2021-05-12,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1148,2021-05-12,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1149,2021-05-12,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1150,2021-05-12,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1151,2021-05-12,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1152,2021-05-13,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1153,2021-05-13,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1154,2021-05-13,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1155,2021-05-13,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1156,2021-05-13,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1157,2021-05-13,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1158,2021-05-13,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1159,2021-05-13,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1160,2021-05-13,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1161,2021-05-14,5/3/2021,DE,James T. Vaughn Correctional Center,0,0,8,1,1,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1162,2021-05-14,5/3/2021,DE,Howard R. Young Correctional Institution,4,0,0,2,2,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1163,2021-05-14,5/3/2021,DE,Delores J. Baylor Woman's Correctional Institution,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1164,2021-05-14,5/3/2021,DE,Sussex Correctional Institution,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1165,2021-05-14,5/3/2021,DE,Sussex Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1166,2021-05-14,5/3/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1167,2021-05-14,5/3/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1168,2021-05-14,5/3/2021,DE,Plummer Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
1169,2021-05-14,5/3/2021,DE,,,,,,,NR,1969.0,1987.0,754.0,761.0,NR,2020,998,1280,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
