Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_activeasymptomatic,sum_inc_tested,fac_inc_activesymptomatic,sum_inc_hospitalized,sum_inc_recovered,sum_inc_deaths,sum_staff_positive,sum_staff_active,sum_staff_vaccinatedfirstdose,sum_staff_vaccinatedseconddose,sum_inc_vaccinatedfirstdose,sum_inc_vaccinatedseconddose,sum_staff_deaths,facility_bjs,fac_state,fac_inc_recovered,fac_inc_negative,fac_inc_returned,fac_address,fac_zip,sum_inc_positive,sum_inc_vaccinated,sum_staff_vaccinated,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,...1,state
2325,2021-06-03,5/28/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2326,2021-06-03,5/28/2021,CT,Manson Youth,30,,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2327,2021-06-03,5/28/2021,CT,New Haven CC,439,9.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2328,2021-06-03,5/28/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2329,2021-06-03,5/28/2021,CT,MacDougall-Walker Infirmary,36,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2330,2021-06-03,5/28/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2331,2021-06-03,5/28/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2332,2021-06-03,5/28/2021,CT,Willard-Cybulski,109,,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2333,2021-06-03,5/28/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2334,2021-06-03,5/28/2021,CT,,,,NR,36.0,0.0,4458.0,19.0,NR,7.0,2697.0,,4790.0,,NR,,,,,,,,4546.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2335,2021-06-04,6/3/2021,CT,Bridgeport CC,383,,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2336,2021-06-04,6/3/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2337,2021-06-04,6/3/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2338,2021-06-04,6/3/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2339,2021-06-04,6/3/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2340,2021-06-04,6/3/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2341,2021-06-04,6/3/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2342,2021-06-04,6/3/2021,CT,Manson Youth,30,,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2343,2021-06-04,6/3/2021,CT,New Haven CC,452,9.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2344,2021-06-04,6/3/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2345,2021-06-04,6/3/2021,CT,MacDougall-Walker Infirmary,36,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2346,2021-06-04,6/3/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2347,2021-06-04,6/3/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2348,2021-06-04,6/3/2021,CT,Willard-Cybulski,109,,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2349,2021-06-04,6/3/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2350,2021-06-04,6/3/2021,CT,,,,NR,28.0,0.0,4458.0,19.0,NR,5.0,2697.0,,4795.0,,NR,,,,,,,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2351,2021-06-05,6/4/2021,CT,Bridgeport CC,394,,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2352,2021-06-05,6/4/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2353,2021-06-05,6/4/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2354,2021-06-05,6/4/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2355,2021-06-05,6/4/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2356,2021-06-05,6/4/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2357,2021-06-05,6/4/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2358,2021-06-05,6/4/2021,CT,Manson Youth,30,,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2359,2021-06-05,6/4/2021,CT,New Haven CC,452,9.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2360,2021-06-05,6/4/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2361,2021-06-05,6/4/2021,CT,MacDougall-Walker Infirmary,29,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2362,2021-06-05,6/4/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2363,2021-06-05,6/4/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2364,2021-06-05,6/4/2021,CT,Willard-Cybulski,109,,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2365,2021-06-05,6/4/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2366,2021-06-05,6/4/2021,CT,,,,NR,29.0,0.0,4467.0,19.0,NR,6.0,2697.0,,4806.0,,NR,,,,,,,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2367,2021-06-06,6/4/2021,CT,Bridgeport CC,394,,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2368,2021-06-06,6/4/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2369,2021-06-06,6/4/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2370,2021-06-06,6/4/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2371,2021-06-06,6/4/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2372,2021-06-06,6/4/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2373,2021-06-06,6/4/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2374,2021-06-06,6/4/2021,CT,Manson Youth,30,,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2375,2021-06-06,6/4/2021,CT,New Haven CC,452,9.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2376,2021-06-06,6/4/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2377,2021-06-06,6/4/2021,CT,MacDougall-Walker Infirmary,29,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2378,2021-06-06,6/4/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2379,2021-06-06,6/4/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2380,2021-06-06,6/4/2021,CT,Willard-Cybulski,109,,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2381,2021-06-06,6/4/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2382,2021-06-06,6/4/2021,CT,,,,NR,29.0,0.0,4467.0,19.0,NR,6.0,2697.0,,4806.0,,NR,,,,,,,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2383,2021-06-07,6/4/2021,CT,Bridgeport CC,394,,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2384,2021-06-07,6/4/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2385,2021-06-07,6/4/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2386,2021-06-07,6/4/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2387,2021-06-07,6/4/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2388,2021-06-07,6/4/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2389,2021-06-07,6/4/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2390,2021-06-07,6/4/2021,CT,Manson Youth,30,,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2391,2021-06-07,6/4/2021,CT,New Haven CC,452,9.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2392,2021-06-07,6/4/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2393,2021-06-07,6/4/2021,CT,MacDougall-Walker Infirmary,29,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2394,2021-06-07,6/4/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2395,2021-06-07,6/4/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2396,2021-06-07,6/4/2021,CT,Willard-Cybulski,109,,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2397,2021-06-07,6/4/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2398,2021-06-07,6/4/2021,CT,,,,NR,29.0,0.0,4467.0,19.0,NR,6.0,2697.0,,4806.0,,NR,,,,,,,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2399,2021-06-08,6/7/2021,CT,Bridgeport CC,394,1.0,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2400,2021-06-08,6/7/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2401,2021-06-08,6/7/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2402,2021-06-08,6/7/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2403,2021-06-08,6/7/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2404,2021-06-08,6/7/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2405,2021-06-08,6/7/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2406,2021-06-08,6/7/2021,CT,Manson Youth,30,2.0,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2407,2021-06-08,6/7/2021,CT,New Haven CC,452,8.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2408,2021-06-08,6/7/2021,CT,Northern CI,15,,,,,,,,,,,,,,,,,,,287 BILTON ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2409,2021-06-08,6/7/2021,CT,MacDougall-Walker Infirmary,29,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2410,2021-06-08,6/7/2021,CT,Osborn CI,558,,,,,,,,,,,,,,,,,,,355 BILTON RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2411,2021-06-08,6/7/2021,CT,Carl Robinson CI,402,,,,,,,,,,,,,,,,,,,285 SHAKER RD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2412,2021-06-08,6/7/2021,CT,Willard-Cybulski,109,2.0,,,,,,,,,,,,,,,,,,"391 Shaker Road Enfield , CT 06082",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2413,2021-06-08,6/7/2021,CT,York CI,254,,,,,,,,,,,,,,,,,,,201 W MAIN STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2414,2021-06-08,6/7/2021,CT,,,,NR,31.0,0.0,4467.0,19.0,NR,6.0,2697.0,,4806.0,,NR,,,,,,,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2415,2021-06-09,6/8/2021,CT,Bridgeport CC,394,1.0,,,,,,,,,,,,,,,,,,1106 N AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2416,2021-06-09,6/8/2021,CT,Brooklyn CI,154,,,,,,,,,,,,,,,,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2417,2021-06-09,6/8/2021,CT,Cheshire CI,408,,,,,,,,,,,,,,,,,,,900 HIGHLAND AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2418,2021-06-09,6/8/2021,CT,Corrigan-Radgowski,422,,,,,,,,,,,,,,,,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2419,2021-06-09,6/8/2021,CT,Garner CI,177,,,,,,,,,,,,,,,,,,,50 NUNNAWAUK ROAD,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2420,2021-06-09,6/8/2021,CT,Hartford CC,414,,,,,,,,,,,,,,,,,,,177 WESTON STREET,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2421,2021-06-09,6/8/2021,CT,MacDougall-Walker,745,,,,,,,,,,,,,,,,,,,"1153 East Street, South Suffield , CT 06080",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2422,2021-06-09,6/8/2021,CT,Manson Youth,30,2.0,,,,,,,,,,,,,,,,,,"42 Jarvis Street Cheshire, CT 06410",,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
2423,2021-06-09,6/8/2021,CT,New Haven CC,452,6.0,,,,,,,,,,,,,,,,,,245 WALLEY AVENUE,,4563.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
